Total consumers 01/83 -04/94
#missing value for June 1988 (66-th obs.) estimated by 
#intervention analysis
  24963  27380  32588  25511  32313  31858  
  23929  30452  28688  24936  34078  25601  
  27238  28126  32845  26001  29377  33275  
  28720  31159  23885  29233  39031  25918
  27885  28695  30102  30110  32692  28224  
  30919  30229  28395  32274  32992  26956  
  28996  28154  27478  32720  30466  27618  
  29949  29821  28098  32021  29145  29428
  28863  28687  33043  29092  28731  34249  
  31617  30542  30420  32422  33084  29167  
  30164  32655  34654  29570  29096  33523
  30801  35274  31433  32584  32625  27569
  36909  30822  36301  32327  33149  33027  
  29178  35109  29988  38742  38934  28986  
  35780  31676  35069  33238  36737  32407  
  33399  37719  30027  37644  39654  28707
  28942  31080  26923  32836  32000  30802  
  31344  32409  33971  33584  30248  30469  
  30505  31112  31784  31682  30539  36502  
  32139  30369  36918  32316  33333  30016
  30559  31478  35299  30442  32145  35360  
  34610  33873  37132  32695  34048  32256
  27517  33454  38539  31775
