Monthly temperature (celcius), 01/83 - 04/94
 -3.7   -2.5    1.4    5.6   10.1   11.8   
 21.9   20.8   16.4    9.6    3.9   -6.8   
 -9.5   -1.4   -4.3    7.5   10.5   19.1   
 19.6   20.5   14.4   11.3    3.4   -0.6   
 -7.6   -6.5    0.9    8.9   14.6   16.2   
 19.7   19.2   16.6    9.4    5.0   -5.6   
 -5.5   -6.1    0.7    7.8   14.6   17.2   
 20.9   18.4   15.3    9.4    1.5   -1.8   
 -5.2   -5.2    2.0    8.8   15.4   19.9   
 22.8   19.4   15.9    6.8    4.3   -0.2   
 -5.3   -6.5   -0.4    6.6   14.5   18.1
 22.7   21.2   15.4    6.7    4.6   -2.8   
 -2.2   -6.6   -0.7    5.0   13.1   18.4   
 21.3   19.3   15.0    9.5    2.0   -9.9   
 -1.4   -6.6    1.8    8.1   11.5   17.7   
 20.0   19.5   15.0    9.1    4.8   -1.4   
 -6.0   -2.2    1.5    8.8   16.8   19.7   
 20.8   20.7   14.9   10.5    2.0   -2.7  
 -4.3   -4.4   -0.7    5.3   12.9   15.9   
 18.0   17.3   15.0    7.5    2.9   -1.7   
 -3.7   -7.8   -2.2    6.4   12.5   17.4   
 21.0   20.5   13.2    8.0    2.8   -3.2
-11.5   -8.7   -1.3    7.2
