Residential water consumption, 1983:1-1994:4 
#missing value for June 1988 (66-th obs.) estimated by 
#intervention analysis
 39380250  43352569  48804249  38577311  51736944  52592569 
 49675760  72247376  68211427  64519626  60172503  44675551 
 45603722  43944919  51504681  37701628  50134461  57587275 
 51753941  63703945  55371629  51014093  68991433  31802013
 44676726  51618995  45157664  44669689  56233606  52091230 
 72125308  71545973  62253865  59311339  56953858  40357964 
 53587755  50620499  45875110  50446548  55391987  51516196 
 70189242  58792913  59448721  59808175  61217663  41021367
 61416921  39484107  56123187  43833755  53319837  79312266 
 86574777  80261369  78863607  64434798  60472726  47585042 
 54208204  58403597  56475322  47668697  52348045  69323880
100582658 105205178  73405903  61761980  59935159  45708957
 65553063  51251343  58300163  47891860  50954604  62076389 
 70359185  97653444  78878241  76009331  61751053  42508235 
 60534297  53488702  56621147  52218845  62804935  61454213 
 70416701  76855594  59221683  64519626  60172503  43375551
 47525506  54778860  44317601  53260373  53677209  59023305 
 73000172  75435772  74390116  64866052  50131642  49599322 
 49640020  49314376  55999172  44696022  55942755  66369104 
 64497024  55969723  63944781  50290335  50956222  48400480
 47660472  43927473  50841346  45565837  51743702  58903973 
 64189897  64024299  74033281  52833385  51632411  47467431
 44346357  53317327  55675090  46374745
