MISSISSIPPI RIVER, NEAR ST.LOUIS,MO., 1861-1957
 5702.6280 3510.8390 2489.3220 4596.8160 5325.7610 6649.7650 3530.6730 5851.3980
 4686.0740 3902.5840 3872.8330 5057.9880 3590.1790 5291.0500 7076.2220 5747.2610
 5886.1090 3887.7080 4805.0850 6570.4250 8638.2460 6684.4760 5692.7140 6768.7770
 5305.9250 4110.8510 6193.5500 3416.6200 3833.1610 4457.9680 7463.0110 5246.4170
 3163.7210 2305.8470 4115.8120 5613.3750 4453.0110 4839.8000 3600.0970 3768.6970
 4319.1250 7393.5890 6347.2770 5147.2460 5499.3240 5876.1910 6396.8670 5777.0150
 4710.8710 2702.5510 5881.1480 4130.6870 3431.4970 7249.7810 7140.6870 4760.4570
 3540.5910 4869.5500 6267.9370 4224.9060 5682.7960 3758.7790 5291.0500 4254.6600
 4770.3750 9188.6750 5781.9760 7492.7610 3545.5500 2231.4640 4522.4330 3867.8740
 1914.1000 5310.8860 3218.2680 4155.4840 4438.1360 4190.1950 2241.3820 3396.7860
 6689.4370 6644.8080 5920.8200 6317.5270 4904.2650 6724.1480 4611.6910 4810.0460
 5633.2070 7497.7220 6605.1360 3996.8020 3213.3090 3689.3550 2662.8810 3486.0440
