DANUBE RIVER, AT ORSHAVA,ROMANIA, 1837-1957                                     
 6315.9370 6015.6830 4525.1670 5361.5740 4267.8120 5854.8390 5865.5580 7050.4680
 6015.6830 5945.9880 5114.9410 4782.5230 5854.8390 6085.3860 6122.9170 7484.7570
 4358.9570 6176.5350 4535.8900 4337.5110 3924.6710 4895.1170 6224.7890 5275.7890
 4144.4960 3238.3910 4696.7380 5082.7730 3436.7690 5522.4170 5195.3630 4466.1910
 5785.1400 6943.2380 4777.1600 4996.9840 4117.6870 4326.7890 6653.7140 6026.4060
 5286.5110 7833.2610 5034.5150 6680.5230 4283.8940 6541.1210 4846.8630 4455.4640
 5361.5740 4267.8120 6026.4060 4707.4600 4514.4450 4954.0930 5232.8940 4605.5890
 4053.3500 6031.7690 5334.7650 7195.2300 4342.8750 4541.2530 6004.9600 4943.3710
 5785.1400 4525.1670 4466.1910 4905.8390 6315.9370 6004.9600 4224.9170 4085.5200
 6315.9370 5232.8940 5463.4450 6573.2890 6192.6170 7195.2300 7071.9170 6112.1950
 3946.1190 6466.0580 6240.8710 3774.5490 4686.0150 6074.6640 6353.4680 4246.3630
 7270.2920 5393.7420 4664.5660 4643.1210 4342.8750 5742.2460 5661.8200 4734.2690
 4884.3940 4895.1170 5286.5110 6712.6910 6401.7220 4664.5660 7200.5970 7683.1320
 6970.0460 3597.6150 5495.6090 6101.4680 4294.6210 4214.1950 5361.5740 3774.5490
 3817.4410 5693.9920 4353.5970 5715.4370 4385.7650 6632.2690 6535.7570 5055.9640
