DOUGLAS FIR,EXSHAW,ALBERTA,CANADA, 1460-1965, 506 YEARS                         
     60.00     61.00     74.00     77.00    115.00    126.00     94.00    101.00
    110.00    126.00    127.00    131.00     52.00     95.00     94.00     76.00
     80.00    119.00     68.00     90.00    149.00     97.00     83.00     63.00
     57.00     57.00    135.00    150.00    119.00     76.00    113.00     74.00
     44.00     93.00    112.00    104.00    163.00    117.00     75.00     74.00
     76.00    108.00     66.00     72.00    104.00    104.00    113.00     56.00
    141.00     90.00     58.00    125.00     89.00     56.00    119.00     37.00
     68.00    122.00    118.00    138.00     66.00     99.00     90.00    115.00
    166.00    156.00    102.00    145.00    107.00    173.00    146.00    165.00
    154.00     86.00     52.00    134.00    155.00    155.00     75.00    119.00
     80.00    131.00    160.00     53.00    117.00     96.00    112.00    124.00
    103.00    115.00     94.00    181.00     82.00    110.00     41.00     66.00
     27.00     62.00     64.00     69.00     72.00     51.00     80.00     70.00
     97.00    129.00    104.00     44.00     94.00     85.00    115.00    112.00
    126.00     66.00    140.00    151.00    115.00    112.00     64.00    101.00
     75.00    110.00    108.00     97.00    129.00    118.00     99.00    103.00
    157.00    132.00    149.00    162.00    135.00     72.00     77.00    111.00
    108.00    120.00    106.00    109.00     70.00     87.00     83.00    106.00
     73.00     55.00     65.00     65.00     91.00    108.00    111.00    114.00
    114.00    103.00     99.00     66.00     78.00     86.00     76.00     54.00
     57.00     88.00     59.00     41.00     66.00     70.00     49.00     49.00
     77.00     47.00     75.00    128.00    150.00    111.00     68.00     39.00
     94.00     61.00     77.00     89.00    117.00    139.00    115.00    130.00
    156.00    109.00     66.00    106.00     77.00    112.00     84.00     67.00
     88.00     93.00    133.00    110.00     96.00     51.00    103.00     96.00
     83.00     57.00     92.00     77.00     76.00    111.00    139.00     12.00
    157.00    178.00    120.00    143.00    214.00    223.00    119.00    207.00
    169.00     91.00    109.00     83.00    133.00    146.00     99.00     78.00
     63.00     96.00    112.00    110.00    117.00    130.00    116.00    121.00
     77.00    118.00    124.00     72.00     90.00    110.00    130.00     94.00
    100.00     82.00    101.00     76.00    106.00     90.00     27.00    100.00
     88.00    119.00    104.00    105.00    113.00    138.00    128.00     84.00
     91.00     33.00     42.00     94.00     54.00     42.00    114.00    140.00
    166.00     98.00    131.00    135.00    138.00     91.00     76.00    113.00
    110.00    127.00    108.00    132.00    112.00    111.00     94.00    109.00
    133.00     82.00    116.00    110.00     92.00    147.00    105.00     99.00
     83.00     90.00    158.00     66.00    120.00    106.00    126.00    117.00
     94.00     63.00    100.00     32.00     98.00     94.00    127.00    109.00
     35.00    102.00     32.00    109.00     69.00    109.00    132.00    102.00
     56.00     80.00    104.00    117.00     68.00     85.00    128.00    121.00
    110.00    157.00    126.00     95.00     65.00     84.00    120.00    141.00
    107.00    152.00     63.00     55.00    108.00     33.00     52.00     66.00
     48.00    105.00     65.00     94.00     36.00    142.00     84.00     85.00
    103.00     86.00    107.00    118.00     60.00     34.00    119.00     98.00
     78.00     83.00     51.00     16.00    104.00     48.00     66.00    110.00
     93.00    100.00     87.00     80.00    107.00    125.00    158.00    158.00
    178.00    195.00    171.00     43.00    126.00    123.00     89.00     87.00
    150.00    108.00    109.00    151.00    163.00    108.00     67.00     81.00
     55.00    114.00    102.00     64.00    100.00     84.00     92.00     99.00
     80.00    104.00     87.00    137.00    148.00    109.00     84.00     88.00
    114.00     95.00     81.00     26.00     82.00     61.00    117.00     57.00
     87.00     62.00     46.00     67.00    132.00    117.00    114.00    115.00
     79.00    130.00    128.00    142.00    135.00    129.00     63.00     84.00
     67.00    148.00    142.00    102.00     85.00     21.00    111.00     65.00
     60.00     85.00     77.00     89.00     50.00    106.00    174.00    200.00
    203.00    202.00    204.00    174.00    222.00    139.00     97.00    112.00
    166.00    100.00     72.00    123.00     92.00    130.00    108.00    104.00
    178.00    101.00     99.00     35.00     88.00     39.00     39.00     68.00
     76.00     72.00     70.00    104.00    102.00    105.00     84.00     64.00
    121.00     91.00     45.00     91.00     45.00     44.00     86.00     40.00
     69.00     58.00     89.00    104.00     76.00    102.00     98.00    137.00
    119.00     84.00     95.00     84.00    111.00    124.00    102.00    110.00
     70.00     87.00     89.00    133.00     89.00     82.00     99.00    120.00
    142.00    131.00                                                            
