PONDEROSA PINE,LAKEVIEW OREGON,U.S.A., 1421-1964, 544 YEARS                     
    128.00     67.00    116.00     83.00     79.00     69.00     96.00     47.00
     56.00     82.00     94.00     67.00     73.00     96.00    122.00    109.00
     99.00    110.00    112.00    121.00    152.00    140.00    103.00    102.00
    124.00    123.00    106.00    133.00    126.00     90.00    106.00    120.00
    131.00     86.00    130.00    155.00    108.00     81.00     86.00     94.00
     76.00    114.00    122.00     83.00     80.00     36.00     57.00     48.00
     84.00    117.00    115.00    108.00    111.00    116.00    130.00     89.00
    110.00     85.00     98.00    123.00    135.00    109.00    113.00     91.00
    133.00    135.00     95.00    106.00    120.00    101.00    108.00    125.00
     67.00    104.00     92.00    111.00     61.00     91.00     69.00     65.00
     70.00     75.00    125.00     82.00     52.00     81.00     82.00     85.00
     80.00     84.00    142.00    134.00    136.00    144.00    105.00     60.00
     85.00     77.00    101.00     95.00     88.00    125.00    145.00     98.00
    138.00    122.00    100.00    132.00    135.00     93.00    101.00     54.00
     84.00    102.00     98.00    107.00    111.00    115.00    144.00    125.00
    132.00    124.00    103.00    126.00    102.00     91.00    129.00    103.00
    100.00    184.00     96.00    104.00    109.00     82.00     60.00     72.00
     81.00     81.00    110.00    109.00    108.00    103.00     98.00    115.00
    123.00     93.00    103.00     97.00    109.00    114.00    106.00     96.00
     95.00    109.00    111.00    113.00     93.00    117.00     91.00     61.00
     64.00     67.00     86.00     82.00     72.00     87.00     95.00    115.00
    112.00    107.00    103.00     90.00     84.00     63.00     58.00     59.00
     79.00     79.00     87.00     90.00     82.00     91.00     86.00     79.00
     92.00     94.00     86.00     92.00     97.00    101.00    119.00    115.00
    119.00     96.00    100.00     89.00     98.00    110.00     82.00     84.00
     78.00     79.00     76.00     77.00     88.00     76.00     81.00     81.00
     73.00     57.00     58.00     49.00     77.00     97.00     80.00     77.00
     92.00     78.00     49.00     73.00     94.00     99.00     95.00     96.00
    103.00     96.00     97.00    109.00    108.00    107.00     93.00     90.00
     81.00     94.00     68.00    100.00     86.00    103.00     91.00    103.00
    125.00     99.00     92.00     87.00     78.00     97.00     95.00    103.00
    120.00    127.00    134.00    129.00    150.00    144.00    136.00    114.00
    117.00    112.00    128.00    119.00    120.00     93.00     83.00    101.00
     84.00     90.00    103.00    109.00    134.00    143.00     81.00     84.00
    104.00    112.00    107.00    106.00    110.00    103.00    108.00     99.00
     85.00    139.00    102.00    118.00    125.00    132.00    119.00    107.00
     98.00     94.00    111.00    106.00    110.00    102.00    134.00    143.00
    123.00    115.00    100.00    104.00     68.00     72.00    105.00     89.00
    103.00    121.00    124.00    100.00     84.00    103.00    128.00    119.00
    108.00    106.00    125.00    100.00    121.00    137.00     95.00     74.00
     72.00     88.00     96.00     98.00    109.00    102.00    119.00     95.00
    116.00    106.00    113.00    135.00    100.00     86.00    113.00     81.00
     55.00     69.00     69.00     86.00    104.00    114.00     97.00    109.00
    117.00    102.00     97.00    114.00     94.00    102.00     97.00    112.00
    122.00     93.00    121.00    102.00     80.00     95.00    123.00    102.00
     80.00    108.00     76.00    111.00    111.00    120.00    103.00    105.00
    108.00    119.00    160.00    133.00    121.00    111.00     96.00     82.00
     77.00     77.00    106.00     88.00     87.00     89.00    108.00     94.00
     93.00    110.00    107.00    106.00    132.00    115.00    101.00    125.00
     99.00    133.00    108.00    119.00    102.00    124.00    116.00     96.00
    107.00     90.00     84.00     98.00    108.00     97.00     99.00    114.00
     73.00     88.00     83.00    109.00     93.00     89.00    104.00    114.00
    114.00    120.00     77.00     80.00     77.00     82.00     82.00     75.00
    102.00     78.00     77.00     79.00     86.00     99.00    104.00     95.00
    102.00    110.00    120.00     94.00    106.00     99.00     89.00    115.00
    130.00    102.00     96.00     86.00     85.00    106.00     96.00    118.00
    102.00     88.00    104.00    104.00     97.00    111.00    112.00     84.00
     98.00    101.00     99.00     76.00    100.00     86.00     70.00     91.00
    107.00     74.00     87.00     91.00     51.00     53.00     73.00     71.00
     81.00     99.00     91.00     83.00    117.00     93.00     73.00     94.00
     93.00     78.00     97.00     98.00     89.00    110.00    126.00    136.00
    130.00    117.00    109.00    103.00    140.00    126.00    121.00    131.00
    101.00     66.00     75.00     50.00     71.00     69.00     93.00     54.00
     97.00     91.00     92.00    105.00     78.00     93.00     64.00     72.00
     60.00     63.00     73.00     80.00     74.00     95.00    112.00    107.00
    116.00    164.00    147.00    134.00    145.00    167.00    164.00    129.00
    110.00    123.00    150.00    147.00    144.00    149.00    111.00    150.00
    164.00    172.00    118.00    133.00    102.00    103.00    128.00    119.00
