PONDEROSA PINE,BRYCE WATER CANYON,UTAH,U.S.A., 1340-1964, 625 YEARS             
    150.00    140.00    114.00     93.00    126.00    108.00    156.00    119.00
     80.00    121.00     88.00     70.00     79.00    115.00    112.00     85.00
    135.00    108.00     80.00     91.00     87.00     52.00     63.00     52.00
    117.00    149.00    117.00    126.00    114.00     70.00     70.00     65.00
    133.00    128.00    104.00    110.00    105.00     31.00     25.00      1.00
     53.00     85.00     68.00     89.00    109.00     87.00    107.00    128.00
    103.00    101.00     82.00     56.00     91.00     94.00     96.00     96.00
     92.00     76.00     80.00     70.00     74.00     79.00     83.00     68.00
     78.00     72.00     93.00     82.00    104.00    101.00    114.00     95.00
     88.00     62.00    127.00     99.00    102.00    124.00    127.00     91.00
    106.00     70.00     95.00     81.00     99.00    109.00     71.00    107.00
    113.00     80.00    103.00    111.00    102.00    102.00     72.00     67.00
     96.00     96.00     62.00     70.00    106.00    115.00    113.00    102.00
     41.00     98.00     68.00     85.00     84.00     71.00     50.00    101.00
    101.00    139.00    122.00    109.00     82.00     72.00     99.00     61.00
     55.00     80.00    122.00    128.00     59.00     96.00    115.00    116.00
    117.00    110.00    131.00     69.00     65.00     79.00     85.00     71.00
     95.00     91.00    109.00     80.00    104.00     95.00    105.00     93.00
    123.00    102.00    117.00     77.00     77.00     91.00    130.00    153.00
    118.00     84.00     95.00     74.00     90.00     68.00    112.00    110.00
     36.00     78.00     88.00     87.00     85.00     76.00     50.00    114.00
    106.00    110.00    110.00    111.00    133.00    136.00    119.00     75.00
    105.00    106.00    123.00    110.00     95.00     90.00     64.00     66.00
     81.00     93.00    103.00    100.00     85.00     71.00     67.00     83.00
     48.00     83.00     97.00    104.00    116.00    107.00     65.00     81.00
    102.00     84.00     71.00     92.00     52.00     75.00     99.00    106.00
    115.00    130.00    146.00    141.00    164.00    153.00    126.00    149.00
    154.00    135.00    108.00    110.00    121.00     97.00    121.00     95.00
    112.00    114.00     84.00     94.00    107.00    101.00    103.00     98.00
     93.00     74.00     81.00     82.00     75.00    103.00     87.00     60.00
     48.00     84.00     95.00     70.00     52.00     38.00     87.00    101.00
     82.00    101.00     69.00     78.00     68.00     89.00    124.00    111.00
    139.00    120.00    115.00    120.00     95.00    118.00    131.00    117.00
    128.00    137.00    134.00    128.00    145.00    140.00    185.00    147.00
    148.00     99.00    130.00    153.00    148.00    163.00    175.00    160.00
    169.00    186.00    129.00    112.00     92.00    113.00     66.00    106.00
     93.00    101.00    102.00     67.00     45.00    100.00     87.00    107.00
    109.00     75.00     81.00    101.00    120.00    116.00    131.00    125.00
    131.00    108.00     84.00    108.00     85.00    110.00    102.00    117.00
     83.00     97.00     51.00     82.00     97.00    121.00    120.00    100.00
    122.00    124.00    137.00    101.00    127.00    125.00    111.00    113.00
     97.00     81.00     34.00     99.00    105.00    106.00    132.00    108.00
     81.00    115.00     97.00     81.00    103.00    114.00     93.00    106.00
     71.00     66.00     59.00    104.00     96.00    100.00     86.00     93.00
    112.00     98.00     96.00     97.00     86.00     91.00     71.00     90.00
     94.00    116.00    106.00     55.00     71.00     99.00     98.00     65.00
     74.00     60.00     92.00     89.00     92.00     96.00     93.00     88.00
     92.00     88.00    107.00    101.00    131.00    100.00     69.00    108.00
    111.00    113.00    123.00    111.00    112.00     61.00     86.00    114.00
     97.00    101.00    115.00     53.00     52.00     77.00    102.00     90.00
     92.00     88.00     79.00    112.00    116.00    115.00    134.00    119.00
     83.00    120.00    112.00    105.00     89.00     97.00     80.00     79.00
     88.00     96.00    112.00    121.00    122.00     83.00     85.00     86.00
    109.00    116.00    139.00    142.00    138.00    141.00    126.00    127.00
    109.00     71.00     91.00    117.00    121.00    102.00    109.00    101.00
     82.00     74.00     64.00     87.00    100.00     71.00     72.00     97.00
     72.00     50.00     82.00    104.00    116.00    129.00    125.00    103.00
     96.00    115.00    102.00    110.00    103.00     98.00    117.00    102.00
    110.00    100.00    114.00    106.00    102.00     91.00     95.00    122.00
    120.00     63.00     94.00     95.00    120.00    121.00     90.00    120.00
     96.00    114.00     79.00     88.00     89.00    101.00    123.00    108.00
    135.00     81.00     91.00    100.00    125.00    122.00    122.00    132.00
    122.00    124.00    128.00    131.00    140.00     87.00    102.00    123.00
    123.00     82.00    116.00     76.00    107.00    120.00    127.00    117.00
    119.00    125.00    119.00    110.00     69.00     65.00     68.00     61.00
     70.00     51.00    108.00     98.00     51.00     85.00    117.00    111.00
    144.00    121.00     95.00     79.00     92.00     85.00    105.00    101.00
     86.00     88.00     89.00     40.00     71.00     70.00     40.00     28.00
     92.00    102.00     97.00    100.00    103.00    100.00    120.00    141.00
    129.00    108.00     96.00     95.00     53.00    108.00    112.00     30.00
     68.00     81.00     59.00     93.00     77.00     91.00    116.00    130.00
    143.00    150.00    140.00    147.00    135.00    126.00    159.00    138.00
    141.00    130.00    127.00    120.00    111.00    133.00    129.00    126.00
     83.00     80.00     98.00     80.00     96.00     81.00     95.00     72.00
    113.00     88.00     66.00     94.00     69.00     96.00    103.00     90.00
    108.00    118.00    106.00     95.00    106.00    105.00     74.00     92.00
     91.00    100.00     85.00     53.00    102.00     60.00     82.00     73.00
     44.00     81.00     84.00     61.00     74.00     67.00     91.00     64.00
     78.00                                                                      
