PONDEROSA PINE, NARAMATA,BRITISH COLUMBIA,CANADA,1951-1965, 515 YEARS           
     53.00     43.00     28.00     55.00     56.00     72.00    130.00    110.00
    127.00    130.00    114.00    141.00    122.00    117.00    132.00    162.00
     71.00    113.00    156.00    146.00     58.00     37.00    106.00    113.00
     75.00    139.00     82.00     84.00     82.00     81.00     97.00    113.00
     68.00     88.00     91.00    110.00    120.00    108.00     67.00    109.00
     75.00     63.00    102.00     90.00     97.00    134.00    110.00     63.00
    142.00    124.00     80.00    101.00    114.00    150.00    128.00    133.00
    102.00    146.00     97.00    127.00    121.00     93.00     93.00    138.00
     60.00     69.00    117.00     91.00    136.00    108.00     83.00     50.00
     94.00     71.00     90.00    108.00    126.00    134.00     88.00    116.00
     49.00     91.00     72.00     70.00    120.00    124.00    132.00    114.00
    164.00     58.00    103.00     87.00    162.00    121.00     94.00     69.00
     78.00     67.00    110.00    101.00    132.00     51.00     71.00     38.00
     72.00     66.00     96.00     90.00    124.00     83.00     90.00     76.00
    111.00    135.00    111.00    162.00     53.00    135.00     90.00     87.00
    105.00    202.00    100.00    136.00    141.00    135.00     98.00    135.00
    110.00     97.00     70.00     70.00    126.00     63.00     90.00    139.00
    129.00    155.00    121.00    184.00    105.00     84.00     90.00    121.00
     29.00     45.00    111.00    105.00    127.00    120.00    155.00    162.00
    101.00    122.00    110.00     88.00     74.00    107.00     77.00    148.00
    146.00    157.00     98.00    100.00     57.00    128.00    156.00     88.00
    137.00     41.00    132.00    116.00     39.00     82.00     71.00     31.00
     73.00     53.00     42.00     33.00     80.00    115.00     61.00    113.00
     66.00    126.00     76.00    103.00     39.00    129.00    110.00     53.00
     16.00     61.00    101.00     66.00     61.00     80.00     85.00    100.00
    182.00     71.00     58.00     97.00    108.00    156.00    110.00     77.00
     75.00     55.00    110.00    122.00     53.00     80.00     70.00    113.00
    109.00     96.00    121.00    121.00    103.00    142.00    114.00     74.00
    144.00     93.00     92.00     56.00     66.00    114.00    169.00     75.00
     95.00     93.00     87.00    119.00     90.00     67.00    101.00     77.00
     75.00     98.00    142.00    128.00     62.00     73.00     89.00    114.00
     69.00    138.00     84.00    157.00     96.00    170.00     73.00    113.00
    103.00    103.00    163.00    114.00    114.00    149.00     69.00    113.00
    129.00    120.00     52.00     57.00    116.00     93.00     75.00    133.00
    158.00    106.00     89.00     90.00     97.00     69.00     85.00    133.00
    107.00    157.00    106.00    110.00    131.00     79.00    100.00    109.00
     78.00    114.00     53.00     81.00    107.00     59.00    100.00    101.00
    147.00     85.00    126.00    149.00    124.00    155.00     82.00    105.00
    105.00     52.00     48.00    110.00     61.00    108.00    161.00    168.00
    173.00    104.00     66.00    140.00     63.00     76.00     87.00     80.00
     69.00     89.00    146.00    138.00    152.00     44.00     65.00    106.00
     91.00    141.00     89.00     80.00     30.00     88.00     90.00     83.00
     89.00     97.00    181.00    123.00     67.00    114.00    126.00     90.00
     69.00     80.00     42.00     96.00    102.00     52.00    142.00    111.00
    101.00     58.00     68.00    140.00    117.00    111.00    152.00    105.00
    109.00     71.00     96.00    116.00     99.00    111.00     92.00    131.00
    168.00    136.00    125.00     76.00     93.00     42.00     97.00    126.00
     88.00     81.00    107.00     87.00     70.00    167.00    128.00    108.00
    105.00    101.00    115.00    118.00    120.00     84.00     91.00     76.00
     73.00     74.00     95.00    115.00     63.00     80.00     77.00     71.00
     88.00     63.00     88.00     77.00    103.00    118.00     89.00     68.00
     98.00    124.00    123.00     74.00    103.00     63.00     84.00    107.00
    110.00     71.00     24.00     66.00     75.00     74.00    101.00    113.00
     87.00    139.00    120.00     92.00    166.00    116.00    179.00     97.00
    111.00     71.00    135.00     55.00     86.00     86.00     98.00     82.00
     88.00    102.00     96.00     86.00    121.00     86.00    117.00    114.00
     88.00    141.00     54.00    138.00    143.00    142.00    113.00    144.00
    123.00    109.00    117.00     82.00     99.00    142.00    171.00    144.00
    155.00    108.00     73.00     36.00     67.00     79.00    115.00     69.00
    136.00     67.00     64.00     73.00     88.00    124.00      9.00     76.00
     11.00     55.00     69.00     75.00     98.00    101.00    110.00    103.00
    107.00     91.00    119.00    159.00     96.00    132.00    127.00    128.00
     67.00    134.00    101.00     99.00    127.00    119.00     88.00    127.00
    113.00     94.00    106.00     83.00     81.00     81.00    102.00    120.00
    151.00    116.00    128.00                                                  
