Y - INDOOR TEMPERATURE,  X - OUTDOOR TEMPERATURE
#original data from a paper by D. Pack
25.2778 25.0889 24.9444 24.7500 24.5555 24.3389 24.0389 23.7667 23.7444 24.0333 
24.7500 25.0167 25.3000 25.6800 26.3055 24.7556 26.1833 25.5055 25.8889 25.5167 
25.5778 25.6000 25.5167 25.3944 25.1889 24.9389 24.6778 24.3833 24.0944 23.8000 
23.5056 23.2722 22.8722 22.4444 22.4944 23.4222 23.8111 24.3889 25.0722 25.9222 
25.2555 25.1555 25.2611 25.3055 25.2111 25.1500 25.0000 24.8500 24.6444 24.3944 
24.1333 23.8833 23.6111 23.3333 23.0444 22.8111 22.9500 23.3778 22.2055 23.0444 
23.8389 24.5833 25.2222 25.7055 26.5278 26.5167 26.6889 26.8611 26.3555 25.8222 
25.1278 24.5333 23.8889 23.2500 22.6889 22.1555 21.4944 21.2889 20.9667 20.6833 
20.6778 20.8222 22.0000 22.2333 22.4778 23.4167 23.7111 24.6055 25.4000 25.6278 
25.7389 25.6389 25.4778 25.4556 25.3889 25.3667 25.2111 25.1167 25.0944 24.9722 
24.7778 24.5500 24.2833 24.0333 24.0722 24.3889 24.6778 24.9833 25.2778 25.6055 
25.1500 25.2833 25.6722 25.4055 25.5278 25.4389 25.5389 25.2833 24.9444 24.5722 
24.1667 23.7222 23.1944 22.6722 22.1611 21.6722 21.1778 20.7666 20.7500 21.0278 
21.4778 22.1111 22.6111 23.2000 23.7944 24.3778 24.9278 24.0111 24.5389 25.1222 
25.0278 24.9167 24.7333 24.4389 24.1444 23.8278 23.4444 23.1055 22.6833 22.2944 
22.9167 22.4667 22.7111 23.1333 23.3667 23.8111 24.3833 24.9722 25.5889 26.2500 
26.7278 26.7222 26.9167 26.5167 26.7944 26.8667 26.8555 26.7944                 
15.5667 14.8611 14.2222 14.2167 14.4944 13.3611 12.1111 13.0389 17.5389 21.0611 
23.2055 23.5000 25.0389 25.4889 27.6833 26.8333 24.5889 24.0389 22.3055 20.1222 
20.3278 16.8055 16.6000 14.0111 12.3000 11.9667 10.6278 10.5055 10.3611  9.5000 
 9.4889 10.3833 12.4556 19.5333 23.7389 22.8500 24.2222 26.0722 24.7389 25.1278 
22.1389 18.8000 18.8500 18.1889 16.8333 16.5889 14.3778 14.7167 14.6167 13.1111 
12.8055 12.2556 12.4889 10.9111 10.3333 11.3944 16.2111 20.8167 21.5167 23.9111 
25.1778 25.0667 24.4778 24.1889 24.4722 23.5667 22.2667 20.2778 17.6889 15.6111 
14.3167 13.1667 12.1667 11.5722 10.7555 10.5944 10.9111 11.6167 10.6944 11.0833 
13.9556 22.3500 23.6444 22.6611 22.4167 24.5055 24.8778 24.3278 23.0044 22.7167 
21.5333 21.2555 20.5333 20.0833 19.4944 17.9000 18.0055 16.8278 15.6444 14.2167 
12.6222 11.7333 10.9167 11.4222 16.9833 18.7889 19.4944 21.9055 22.8000 22.3378 
22.1389 23.3222 23.4722 23.5000 23.2222 20.3278 15.7000 13.2944 12.2111  9.6889 
 8.8944  7.3944  6.1667  5.9611  5.1611  4.6833  3.8889  5.6000 11.7333 17.6222 
19.4278 24.6167 24.8833 25.7444 26.1944 25.7333 26.0056 25.6500 25.1833 22.8722 
18.0944 16.0333 13.9667 12.7222 11.6222 10.1111  9.6000  9.0056  8.2500  7.7944 
 7.5667  8.4333 14.6889 18.6500 22.4778 25.7000 27.3889 28.2833 29.5000 28.4500 
27.4611 26.5667 24.2222 23.5555 20.2278 19.9944 20.2833 19.9167                 
