Simulated AR(4), beta=(2.7607, -3.8106, 2.6535, -0.9238), n=800
#bimodal spectral density, peaks are close together
#see Percival and Walden (1994)
#    "Spectral Analysis for Physical Applications", Cambridge Univ. Press
#    p.46, equation (46a)
   1.813568E+01   9.833387E+01   1.226201E+02   7.894312E+01
  -5.360593E+00  -8.032734E+01  -1.058868E+02  -7.458337E+01
  -9.046506E+00   5.224747E+01   7.768631E+01   5.940758E+01
   1.485853E+01  -2.732743E+01  -4.819698E+01  -4.392817E+01
  -2.394726E+01  -2.119483E+00   1.189148E+01   1.821322E+01
   2.170369E+01   2.296918E+01   1.696913E+01  -2.971668E-02
  -2.414168E+01  -4.155281E+01  -3.896176E+01  -1.239636E+01
   2.686632E+01   5.726453E+01   5.755013E+01   2.501950E+01
  -2.293589E+01  -5.859545E+01  -6.237974E+01  -3.250548E+01
   1.532060E+01   5.303915E+01   5.909803E+01   2.985389E+01
  -1.732533E+01  -5.394509E+01  -5.941770E+01  -3.015763E+01
   1.462929E+01   4.823470E+01   5.179785E+01   2.710741E+01
  -7.862117E+00  -3.061410E+01  -3.237409E+01  -1.874632E+01
  -2.363045E+00   7.722168E+00   9.665304E+00   9.862020E+00
   1.270117E+01   1.549453E+01   1.282396E+01   2.121530E+00
  -1.371930E+01  -2.644720E+01  -2.656347E+01  -1.109804E+01
   1.305747E+01   3.227828E+01   3.458289E+01   1.722348E+01
  -1.070630E+01  -3.559301E+01  -4.307405E+01  -2.931178E+01
  -1.061608E+00   2.664161E+01   4.009623E+01   3.364516E+01
   1.473673E+01  -4.650052E+00  -1.676985E+01  -2.216687E+01
  -2.459834E+01  -2.375233E+01  -1.719905E+01  -2.389954E+00
   1.884622E+01   3.801570E+01   4.442661E+01   3.077554E+01
  -2.747916E+00  -4.302740E+01  -6.827209E+01  -6.014005E+01
  -1.613473E+01   4.170990E+01   7.981998E+01   7.244830E+01
   2.087285E+01  -4.480302E+01  -8.652080E+01  -8.015114E+01
  -2.855106E+01   3.826695E+01   8.029419E+01   7.251795E+01
   2.107099E+01  -3.889610E+01  -7.062804E+01  -5.802269E+01
  -1.498063E+01   2.739259E+01   4.397322E+01   3.128347E+01
   5.725194E+00  -1.357554E+01  -1.644971E+01  -8.440012E+00
  -1.903099E+00  -3.874252E+00  -1.165899E+01  -1.556837E+01
