Biomonthly cigarette consumption and price, 1966-74
#consumption per adult in real dollars
#real price index of cigarettes
#Ref: McLeod (1977) Ph.D. Thesis: Topics in Time Series.
Consumption price
586.202    99.86  
523.136    100.05 
511.540    100.05 
524.915    99.31  
556.756    101.64 
553.725    101.59 
573.282    101.36 
529.892    102.03 
508.306    101.43 
488.091    100.00 
470.617    100.04 
485.309    102.89 
555.666    105.96 
496.990    110.16 
485.102    111.37 
498.366    110.37 
529.230    109.72 
526.534    108.85 
545.496    108.31 
503.524    109.04 
483.295    110.42 
464.569    110.52 
447.858    110.56 
462.065    109.63 
506.091    108.93 
505.810    108.20 
527.868    107.73 
523.437    107.01 
530.101    107.15 
563.465    107.07 
510.430    108.54 
495.608    108.08 
517.241    107.23 
517.753    105.81 
487.342    105.56 
537.400    104.80 
506.545    103.90 
534.554    103.91 
515.823    104.86 
513.105    103.32 
529.079    102.53 
568.315    103.48 
539.594    103.86 
536.638    103.09 
536.822    101.21 
541.323    99.23  
526.262    97.87  
559.748    96.68  
526.401    95.15  
544.358    95.20  
532.919    94.65  
574.865    93.08  
567.433    93.18  
568.984    94.43  
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
 
