MONTHLY TEMPERATURES IN ENGLAND (F), 1723-1970, 2976 VALUES                         
   1.1   4.4   7.5   8.9  11.7  15.0  15.3  15.6  13.3  11.1   7.5   5.8        
   5.6   4.2   4.7   7.2  11.4  15.3  15.0  16.2  14.4   8.6   5.3   3.3        
   4.4   3.3   5.0   8.1  10.8  12.2  13.8  13.3  12.8   9.4   6.9   3.9        
   1.1   4.2   4.2   8.4  13.4  16.4  16.0  15.6  14.7  10.2   6.1   1.8        
   4.2   5.0   5.1   9.2  13.6  14.9  16.9  16.9  14.4  10.8   4.7   3.6        
   3.9   2.4   7.1   8.3  12.5  16.4  16.9  16.0  12.8   9.1   7.2   1.6        
   1.2   2.3   2.8   7.1  10.3  15.1  16.8  15.7  16.6  10.1   8.1   5.0        
   4.1   4.7   6.2   8.7  12.4  14.0  15.3  16.3  15.3  10.9   9.2   3.4        
   1.9   2.2   6.0   6.8  12.1  15.6  16.3  16.7  15.3  12.3   7.8   5.2        
   2.4   6.4   6.1   8.9  11.4  14.6  16.0  16.6  14.5  10.9   6.3   2.2        
   6.9   6.0   5.9  10.0  11.2  15.2  18.3  16.1  12.8   9.1   6.5   7.6        
   4.3   6.4   8.1   9.3  11.1  14.1  16.2  16.2  13.3   8.4   6.2   4.0        
   4.4   4.0   5.8   8.9  10.9  13.3  14.8  16.2  14.2  10.3   6.3   5.4        
   6.4   3.1   6.9   8.6  10.6  15.7  16.4  17.8  14.4  10.4   6.9   6.4        
   6.2   4.2   6.1   8.8  12.5  15.9  17.4  13.8  14.2   8.9   6.1   4.9        
   4.6   4.6   5.5   9.9  11.4  14.2  16.4  16.0  12.5  10.2   6.3   6.1        
   4.0   6.8   5.8   6.7  11.6  15.2  16.0  14.7  13.1   9.6   3.7   3.2        
  -2.8  -1.6   3.9   6.4   8.6  12.8  15.3  14.7  14.0   5.3   3.3   2.2        
   1.7   4.4   4.2   7.1   9.3  15.2  15.6  16.7  14.7  11.0   7.8   3.9        
   1.9   3.6   4.1   6.6  10.6  15.0  15.8  15.8  12.2   9.2   4.4   1.1        
   3.6   5.4   5.3   5.4  13.3  15.6  14.9  16.9  14.2   8.9   9.3   4.9        
   1.4   2.9   4.8   6.7  10.8  14.4  16.4  15.4  12.8   9.4   6.9   3.5        
   3.8   2.3   4.4   7.5  11.4  12.2  16.1  15.0  14.2  10.3   5.8   2.7        
   2.5   1.4   3.1   6.9  12.8  14.3  15.8  15.9  14.2   7.8   3.3   5.3        
   3.3   5.8   2.5   8.1  12.2  14.7  16.9  18.3  14.4   9.4   6.9   5.3        
   2.5   1.8   1.8   6.3  10.4  14.8  15.4  15.8  14.2   9.2   7.1   6.0        
   5.3   3.6   5.3   6.8  12.3  11.9  17.2  15.6  13.8  10.1   6.7   4.7        
   4.0   6.7   8.2   7.7  10.7  14.2  17.2  15.0  15.2   9.2   4.0   4.2        
   4.0   1.5   6.2   7.1   9.3  14.9  15.3  14.6  12.6   8.3   4.3   3.0        
   3.2   3.1   5.6   6.8  10.3  14.8  15.6  15.7  13.9  10.6   6.5   4.2        
   2.2   3.6   6.0   7.5  12.1  14.6  15.2  15.7  13.1  10.0   4.6   4.4        
   3.3   2.8   3.4   6.7  12.2  13.6  14.7  15.7  13.9  10.4   5.7   3.6        
   2.2   1.2   3.9  10.0   9.4  15.7  15.0  14.6  13.5   8.4   4.7   3.9        
   4.4   4.6   6.0   6.7   9.1  13.8  16.1  14.7  13.6   9.4   3.9   2.9        
   0.3   4.0   4.9   8.1  10.7  14.0  18.4  15.2  13.3   8.2   7.1   3.2        
   2.6   3.8   5.2   7.2  13.8  14.6  14.2  16.4  11.9   8.1   5.7   3.9        
   5.9   5.8   6.1   8.6  12.1  15.0  18.2  16.3  13.5  10.9   5.1   2.5        
   1.9   3.8   6.6   9.4  11.7  15.2  16.9  15.8  15.7   9.2   5.7   6.1        
   5.4   5.8   6.8   9.4  11.9  14.3  15.8  16.4  14.2   9.4   6.2   4.4        
