Bay du Nord River, monthly flow, 1953-81, missing values at 327,328
#used as a covariate with the Piper's Hole River dataset
  41.34  58.05  35.11  79.00  39.93 34.83 15.72 10.14  9.23 30.30  50.40  72.21 
  60.31  66.54  71.07  55.22  39.36 30.30 20.36 21.66 13.62 24.83  53.24  80.99 
  54.65  34.83  43.32  38.23  29.17 38.79 25.94 25.20 17.30 35.96  58.90  43.04 
  73.34  38.51  32.85  86.37  74.47 39.08 30.86 22.17 15.97 18.35  50.12  73.62 
  51.25  30.58  28.88  41.91  40.49 43.55  8.81 15.26 45.31 35.68  46.16  66.26 
  52.95  33.98  30.30  24.18  31.43 30.30 23.39 24.44 40.21 31.15  52.67  54.93 
  29.45  45.31  46.44  66.83  53.52 21.52 11.61 10.22 13.53 18.66  69.09  60.31 
  27.16  33.98  26.93  42.76  47.01 22.26 14.92  8.49  5.83 16.23  30.02  31.71 
  25.46  11.64  35.11  52.67  79.29 24.86  8.66  4.22  2.47  6.77  15.52  20.78 
  25.40  66.26  51.82 108.74  36.25 22.26 16.99 16.08 16.51 31.43  84.67  54.65 
  93.45  32.00  21.58  60.88  78.72 37.38 27.81 18.94 41.63 38.79  33.41  62.01 
  28.88  39.64  25.71  89.48  45.31 20.59 23.84 25.65 22.88 61.16  53.24  45.02 
  44.17  30.02  57.77  54.65  61.73 34.55 24.44 19.42 20.73 20.78  61.45  41.06 
  23.33  20.10  23.56  59.46  45.02 23.96 21.32 20.95 23.22 26.79  32.56  56.35 
  45.59  30.30  32.28  11.35  95.99 35.96 12.88 23.90 19.48 27.41  66.26  68.24 
  67.11  57.48  66.54  44.46  62.30 41.06 28.26 19.99 37.66 27.35  45.87  61.16 
  27.07  96.56  53.52  55.22  45.87 22.37  9.94 10.25 26.16 41.06  54.93 100.24 
  47.57  26.67  73.62  57.48  53.80 32.56 19.40 34.26 31.43 20.70  48.70  59.18 
  33.13  64.56  36.25 133.09  51.82 25.80 30.02 17.87 18.60 21.15  60.03  57.20 
  33.98  30.58  63.43  50.12  97.98 38.51 21.89  9.26 10.90 54.65  67.39  56.63 
  32.85  60.88  30.86  46.16  89.20 33.98 36.53 53.80 29.73 33.98  79.29  48.70 
  30.86  19.20  29.45  63.15  65.98 30.02 18.18 10.70 11.35 46.72  44.46  53.80 
  13.42   9.12  17.07  71.36  77.02 16.62  8.69 12.94 18.24 42.47  51.25  77.87 
  85.80  67.68  36.53 110.15  54.93 20.87 11.04  9.54 17.10 41.06  49.84  64.00 
  72.00  36.70  29.10  71.90  55.10 37.20 18.30 20.80 27.90 55.50  30.80  50.40 
 105.00  39.50  24.90  60.70  68.60 29.90 21.30  9.58  8.82 22.90  24.20  30.90 
  51.90  46.70  59.60  33.30  23.90 13.10  7.73 16.10 27.70 43.70  52.20  36.80 
  24.20  17.20  38.10  61.40  56.90 39.90 46.10 55.10 40.40 41.50  67.90  37.40 
  58.60  52.10  40.00  51.70  87.90 22.20 33.50 22.50 28.10 99.20  55.10  50.60 
