Shartes traded in Oil and Mining stock, TSE, iv=320
#Kuiwait invasion occurred at t=320
    6.78750E+04    6.51180E+04    6.02950E+04    5.74770E+04    6.47140E+04
    7.52230E+04    5.27420E+04    4.28730E+04    4.62630E+04    5.30410E+04
    6.04980E+04    6.96140E+04    9.60960E+04    6.51810E+04    7.75360E+04
    2.49062E+05    9.67490E+04    9.36280E+04    1.48060E+05    6.36950E+04
    6.55640E+04    6.23570E+04    1.03431E+05    7.87660E+04    7.22510E+04
    7.16540E+04    9.11890E+04    8.14690E+04    7.01530E+04    5.32880E+04
    3.76900E+04    8.13080E+04    5.15450E+04    5.13270E+04    7.94000E+04
    8.31530E+04    1.55379E+05    1.01717E+05    9.11460E+04    9.38910E+04
    6.39410E+04    5.43750E+04    5.01950E+04    5.29460E+04    6.64940E+04
    5.44750E+04    5.01110E+04    4.23350E+04    5.66990E+04    5.50250E+04
    4.96260E+04    4.86530E+04    3.99880E+04    5.17430E+04    6.57560E+04
    9.94020E+04    6.78720E+04    5.56720E+04    5.32440E+04    4.51520E+04
    6.28960E+04    4.64690E+04    5.35020E+04    5.02500E+04    6.15580E+04
    5.31650E+04    5.23220E+04    4.90690E+04    4.71270E+04    5.97120E+04
    5.70870E+04    6.66160E+04    9.75360E+04    7.23480E+04    5.31130E+04
    5.07990E+04    7.46290E+04    6.75710E+04    3.19600E+04    2.36590E+04
    2.47970E+04    3.60580E+04    3.93810E+04    2.76980E+04    4.26590E+04
    2.37190E+04    2.47120E+04    2.83580E+04    2.52470E+04    2.37410E+04
    1.89390E+04    2.44750E+04    3.18010E+04    3.41410E+04    2.81310E+04
    2.37830E+04    2.55220E+04    2.85510E+04    3.71350E+04    3.62820E+04
    2.46310E+04    2.86800E+04    2.51000E+04    1.82950E+04    2.28920E+04
    1.78010E+04    1.64180E+04    2.51270E+04    2.93260E+04    3.23760E+04
    3.21400E+04    2.56600E+04    2.24720E+04    2.60100E+04    1.83710E+04
    2.49510E+04    1.94130E+04    2.47750E+04    3.78350E+04    2.82450E+04
    3.58860E+04    3.09630E+04    2.97770E+04    2.23640E+04    3.28080E+04
    2.49090E+04    2.82710E+04    2.42610E+04    2.62490E+04    3.74040E+04
    3.29730E+04    2.47020E+04    5.33500E+04    5.95350E+04    3.49570E+04
    2.87470E+04    2.35430E+04    1.73850E+04    1.67720E+04    1.61650E+04
    1.71050E+04    1.47930E+04    1.56430E+04    2.08540E+04    2.41300E+04
    2.37920E+04    1.85010E+04    1.92120E+04    1.82080E+04    2.05310E+04
    2.09190E+04    1.12680E+04    1.41620E+04    1.25030E+04    1.45360E+04
    1.72800E+04    2.33640E+04    2.77430E+04    2.64800E+04    2.52260E+04
    2.79700E+04    2.52460E+04    1.67320E+04    1.39440E+04    1.72730E+04
    1.39920E+04    1.76740E+04    2.02450E+04    2.01850E+04    1.75900E+04
    2.40810E+04    1.60500E+04    1.69070E+04    1.96870E+04    2.25450E+04
    2.05110E+04    2.60880E+04    4.46270E+04    5.27700E+04    6.46990E+04
    3.77880E+04    3.12030E+04    2.98140E+04    3.86770E+04    3.60090E+04
    3.48290E+04    4.36490E+04    4.76170E+04    4.42980E+04    4.48580E+04
    3.93910E+04    3.38190E+04    5.17870E+04    4.18740E+04    4.97160E+04
    3.75810E+04    3.72190E+04    6.53770E+04    5.31280E+04    7.72320E+04
    9.06130E+04    9.82310E+04    5.22770E+04    6.59020E+04    2.12320E+05
    1.52502E+05    1.12326E+05    4.14250E+04    4.05430E+04    5.51430E+04
    7.49200E+04    6.11600E+04    8.98900E+04    7.54790E+04    1.10178E+05
    7.81200E+04    6.96370E+04    4.84010E+04    4.93340E+04    5.24650E+04
    4.86550E+04    4.81310E+04    7.68920E+04    4.01170E+04    5.85690E+04
    3.71820E+04    4.61070E+04    6.23840E+04    3.45930E+04    3.20640E+04
    3.97270E+04    3.17990E+04    2.69440E+04    3.35570E+04    3.01360E+04
    4.83590E+04    6.34870E+04    8.35710E+04    7.78640E+04    7.16680E+04
    1.37906E+05    8.04720E+04    6.25960E+04    5.29540E+04    1.03014E+05
    7.97380E+04    8.92930E+04    6.95210E+04    7.73190E+04    6.43780E+04
    6.21560E+04    6.17690E+04    6.03400E+04    7.34870E+04    6.96590E+04
    5.33670E+04    5.88420E+04    5.41010E+04    5.35470E+04    5.61900E+04
    5.08170E+04    5.79530E+04    7.92210E+04    5.59670E+04    5.94290E+04
    5.57210E+04    7.95330E+04    9.24230E+04    7.81440E+04    6.49830E+04
    7.86030E+04    1.00879E+05    8.98770E+04    8.45980E+04    9.82100E+04
    1.09791E+05    1.47887E+05    1.18578E+05    2.56784E+05    1.40218E+05
    9.64770E+04    7.89390E+04    1.05484E+05    1.16632E+05    1.58149E+05
    1.21532E+05    1.05469E+05    1.04901E+05    1.90502E+05    1.69683E+05
    2.90887E+05    3.51845E+05    2.39384E+05    1.90026E+05    2.42977E+05
    2.38705E+05    2.50744E+05    3.00301E+05    3.51845E+05    1.50471E+05
    1.52392E+05    1.39039E+05    1.52438E+05    1.60284E+05    1.28375E+05
    1.70441E+05    1.18055E+05    1.21349E+05    1.33989E+05    9.84180E+04
    1.15459E+05    1.28861E+05    1.67497E+05    1.37556E+05    1.40933E+05
    1.17921E+05    1.60821E+05    2.22620E+05    1.97038E+05    
    2.33784E+05    1.90760E+05    2.16099E+05    3.10039E+05    1.83780E+05
    2.35235E+05    2.00757E+05    1.77864E+05    1.21784E+05    1.89945E+05
    1.59100E+05    1.55842E+05    2.58460E+05    1.48283E+05    1.50797E+05
    1.57554E+05    1.38272E+05    1.44687E+05    1.58089E+05    1.62251E+05
    1.59966E+05    1.41491E+05    1.63731E+05    1.36194E+05    1.36188E+05
    1.27478E+05    1.59870E+05    1.80886E+05    1.53443E+05    2.06849E+05
    1.74662E+05    1.91258E+05    1.67982E+05    1.87652E+05    1.98467E+05
    1.91548E+05    1.59510E+05


