S. SASK. RIVER AT SASKTOON- 780 MONTHLY FLOWS IN CMS-JAN 1912 TO DEC 1974       
    47.86    65.13    65.13   402.10   416.26   656.95                          
   951.44   671.11   464.40   263.06   210.11    93.45                          
    35.40    56.07    68.81   450.24   336.97   917.46                          
   685.27   421.92   258.82   223.99   166.22   106.19                          
    76.46    60.31    86.08   178.96   393.60   747.56                          
   642.79   276.37   225.12   291.66   230.78    90.61                          
    95.71    66.26    94.01   382.28   560.67  1022.24                          
  1713.17   954.28   464.40   359.62   173.30   109.02                          
    72.21    69.38   433.25   563.50   382.28  1461.15                          
  1608.39   756.06   841.01   399.27   228.52   140.17                          
   100.81    88.07    77.87   472.89   716.42  1633.88                          
   855.17   339.80   252.59   158.29   129.12    56.92                          
    72.49    94.01   122.89   376.61   365.29   654.12                          
   421.92   247.49   173.87   145.55   120.06    56.92                          
    53.24    70.51    54.37   215.77   267.03   549.35                          
   291.66   272.97   174.15    90.90    47.86    45.59                          
    58.33    54.65    70.79   441.74  1005.25   719.25                          
   891.98   382.28   164.52    39.93    80.99    58.90                          
    40.78    46.16    83.25   334.14   365.29   736.24                          
   427.58   230.22   120.91    85.23    79.00    50.97                          
    45.31    41.34    56.07   331.31   436.08   741.90                          
   390.77   222.85   163.95   101.66    69.66    41.63                          
    45.87    34.55    41.06   187.46   240.41  1594.24                          
   906.14   393.60   263.63   158.86    93.73    75.89                          
    44.74    59.18    69.38   227.67   328.47   586.16                          
   526.69   379.45   215.49   142.15    83.82    69.94                          
    61.16    64.85    97.69   696.59   453.07   747.56                          
   498.38   259.95   249.75   243.81   165.09   107.89                          
    72.21    76.46   250.04   297.33   261.65   182.08                          
   424.75   172.73   563.50   487.05   257.40   116.38                          
    88.63    75.04   141.87   710.75   637.13  1452.65                          
  1013.74   557.84   588.99   481.39   206.15   145.55                          
   258.53   123.46   283.17   506.87   549.35  1146.83                          
  1302.57   404.93   237.58   190.57   143.28    73.34                          
    62.58    50.12   140.45   210.39   345.46  1211.96                          
   339.80   151.21   108.17    64.28    60.03    35.96                          
    45.31    64.00   174.71   297.33   376.61   628.63                          
   453.07   216.91   142.15   101.09   100.81    81.84                          
    52.95    69.66    77.02   131.96   126.01   291.66                          
   322.81   150.08   127.43    95.71    52.95    39.08                          
    34.55    38.23    90.33   235.88   450.24  1211.96                          
   495.54   184.91   205.86   125.44    92.03    73.34                          
    58.33    47.01    63.43   348.30   492.71   764.55                          
   523.86   182.36   170.75   105.62   163.67    80.42                          
    76.46   117.23   138.47   283.17   563.50   693.76                          
   291.66   115.53    94.01   108.17   101.37    60.31                          
    32.28    71.36    97.41   294.49   265.33   566.34                          
   484.22   288.83   111.85    74.47    55.78    56.63                          
    32.56    32.00   101.94   416.26   424.75   512.53                          
   152.06    89.20    81.55    52.10    33.41    28.23                          
    28.60    31.15    43.61   189.44   134.79   504.04                          
   325.64   167.35    93.45    94.58    93.45    64.85                          
    46.16    43.32    54.93   351.13   348.30   948.61                          
   634.30   214.64   140.17   111.85    70.51    52.39                          
    41.91    44.46    62.01   311.48   211.53   532.36                          
   637.13   146.40   100.24    88.91    67.39    54.37                          
    43.61    43.04    52.39   453.07   472.89   407.76                          
   200.77   156.88   139.32   175.28    76.74    77.59                          
    61.16    56.07    67.68   311.48   134.79   238.71                          
   165.37   107.04   142.43   145.55   103.36    67.39                          
    46.16    43.04    56.63   174.43   382.28  1005.25                          
   838.18   416.26   286.00   239.56    95.99    73.91                          
    66.26    70.51    82.40   739.07   362.45   611.64                          
   608.81   260.80   122.61    73.06    79.57    59.75                          
    55.22    63.15    71.36   202.47    93.45   348.30                          
   286.00   237.01   158.01    97.41    71.92    62.30                          
    50.69    67.68    93.73   169.05   214.07   792.87                          
   583.33   160.27   122.05   151.78    53.52    99.96                          
    88.07    80.99   158.86   266.46   259.38   747.56                          
   498.38   154.61   203.03   155.18   100.81    99.96                          
    85.52    77.02   325.64   662.61   699.42   773.05                          
   450.24   179.25   213.51   280.62   202.47   123.74                          
   102.51    78.44    94.29   722.08  1526.28  1693.34                          
   654.12   390.77   178.68   109.87    87.78    50.12                          
    57.48    59.18    67.96   260.51   232.20   436.08                          
   182.08   137.90    72.21    53.80    71.64    43.32                          
    48.14    56.07    77.02   331.31   319.98   688.10                          
   693.76   258.53   139.32    83.53   105.62    95.14                          
    95.14    79.85    86.37   620.14   860.83   951.44                          
  1141.17   472.89   758.89   492.71   302.99   184.63                          
   149.80   143.28   110.15  1260.10   549.35   654.12                          
   699.42   410.59   250.04   175.56   139.04    80.42                          
    62.58    84.95   109.02   265.89   591.82  1919.88                          
   849.50   373.78   256.83   162.26   126.86    69.94                          
    71.92    92.03   120.06   336.97   634.30  1019.40                          
   750.40   393.60   801.37   413.43   302.99   137.05                          
    96.56   105.06    79.29   622.97   603.15   792.87                          
   733.41   248.34   123.18   146.96    95.71    89.76                          
    88.07    97.41   100.24   622.97   413.43   747.56                          
   518.20   297.33   199.35   148.66   136.20    61.73                          
    64.28    62.86   136.77   351.13   583.33   538.02                          
   233.33   110.72   116.67   109.30   128.84    79.29                          
    65.69    78.15    96.28   450.24   436.08   594.65                          
   481.39   241.54   133.09   112.70   101.66    68.53                          
    73.62    90.61   137.62   319.98   311.48   730.57                          
   591.82   238.43   163.95   190.86   135.92   168.20                          
   102.79   114.68   126.01   625.80   385.11   464.40                          
   365.29   192.84    86.08    60.60    52.67    55.22                          
    74.19    62.86   110.44   201.90   200.48   741.90                          
   190.01   150.08   102.51   107.60   135.07    71.08                          
    99.11   113.83    99.96   430.42   261.08   407.76                          
   274.39   156.59   135.92    93.45   101.37    55.50                          
    41.63    50.40   158.86   239.84   155.46   385.11                          
   767.39   273.82   165.09   123.18    93.73    56.07                          
    83.82    93.45   100.81   164.80   552.18   974.10                          
   478.55   134.22    83.82   127.99   115.82    84.10                          
   101.66   105.06   154.89   501.21   393.60   951.44                          
  1030.73   328.47   314.32   334.14   194.25   149.51                          
   102.22   118.36   277.79   410.59   410.59   775.88                          
   555.01   240.41   168.77   138.19   105.06   107.04                          
    88.35   106.75   165.09   458.73   778.71  1523.44                          
   580.49   193.12   116.95    98.54   111.85    93.16                          
    92.31    99.39   152.06   134.22   181.23   594.65                          
   300.16   206.43   224.84   259.38   170.47    69.94                          
   370.95   387.94   356.79   305.82   311.48   305.82                          
   756.06   230.78   184.06   203.03   270.43   342.63                          
   370.95   325.64   197.08   133.94   129.97   191.14                          
   193.40   184.06   148.10   223.99   222.00   325.64                          
   339.80   379.45   317.15   252.02   237.01   353.96                          
   140.73    79.85    84.67   130.82   245.51   339.80                          
   319.98   308.65   356.79   308.65   201.05   305.82                          
   444.57   325.64   241.26   214.92   256.55   319.98                          
   376.61   373.78   227.67   108.45    91.18   143.28                          
   134.79   115.82   174.71   182.64   221.44   328.47                          
   345.46   308.65   336.97   305.82   322.81   487.05                          
   263.35   198.22   169.90   130.26   209.54   274.67                          
   317.15   317.15   229.08   156.31   204.45   566.34                          
   396.44   149.51   116.10   211.53   270.71   302.99                          
   356.79   319.98   263.06   179.81    80.99    80.14                          
    77.59   214.93   216.06   229.93   211.81   328.48                          
