VAZOES MEDIAS MENSAIS DO RIO TIETE - POSTO CUMBICA - 1948 A 1978                
 66.0  60.9  69.7  41.8  34.0  22.3  16.9  22.0  17.6  15.4  19.0  23.7         
 50.8  52.8  31.4  26.8  16.7  16.1  22.3  13.2  12.5  12.3  17.9  25.0         
 51.8  91.9  62.6  44.7  25.2  18.0  16.4  11.9  10.5  27.9  18.2  31.4         
 56.3  64.6  47.4  35.2  23.2  16.9  16.1  14.9  12.0  16.9  17.0  33.9         
 50.8  53.4  70.9  23.6  18.7  28.2  16.5  13.5  17.8  14.1  23.6  22.0         
 19.8  40.7  23.7  31.6  20.6  15.5  12.4  18.9  16.4  14.0  23.9  21.3         
 15.5  31.4  20.9  19.7  21.5  14.9   8.2   6.1   5.9  11.4   8.5  13.7         
 34.5  14.3  17.2  10.4   9.8  10.5   9.2   9.3  13.5   8.9  21.6  18.2         
 18.9  23.3  48.0  31.0  32.0  40.0  18.1  26.4  14.8  18.6  13.7  26.8         
 41.5  40.3  43.7  36.5  18.0  14.5  13.2  13.4  37.3  24.5  38.5  29.7         
 29.0  39.5  40.0  45.6  46.2  40.8  21.2  15.5  20.0  20.8  32.5  40.3         
 59.2  62.8  51.2  34.5  19.8  14.0  11.3  16.4  12.6  11.8  19.3  31.1         
 35.8  46.7  65.6  25.2  27.1  21.4  16.0  13.9  11.8  13.8  25.3  41.2         
 49.8  66.8  68.8  39.0  34.4  19.5  14.6  12.6  10.2  10.7  19.1  22.6         
 36.3  93.3  58.7  24.5  18.0  15.1  12.0  73.0  13.8  15.4  31.5  26.2         
 93.9  67.5  34.3  20.8  14.2  14.0  11.3   9.8   7.6  10.6  15.3  12.5         
  9.3  27.5  17.4  14.4  14.8  10.8  14.0  10.0  10.3  16.4  20.0  32.5         
 65.7  68.4  35.9  24.6  28.2  16.0  17.7  10.8   9.4  26.8  22.1  32.3         
 45.5  45.1  68.3  40.5  23.4  15.8  12.6  14.0  19.3  26.4  36.1  37.5         
 71.3  63.3  75.3  44.1  27.7  23.1  19.2  14.0  17.2  18.9  40.8  36.0         
 47.2  26.3  44.8  50.7  30.5  20.2  16.0  17.1  13.4  14.1  10.0  18.5         
 20.1  16.4  28.0  24.2  11.0  14.7   9.4   9.4   7.8  20.5  52.6  34.4         
 65.5  72.1  65.5  38.3  24.2  18.2  16.8  12.3  28.1  23.2  20.7  19.6         
 28.7  19.4  54.7  32.2  20.0  25.8  17.6   9.8   9.8  24.6  14.5  17.5         
 42.9  47.1  29.3  22.0  12.3   9.3  10.0  13.3  10.0  25.5  26.5  18.4         
 40.8  55.7  36.4  40.7  33.6  19.4  22.8  19.9  24.1  31.1  45.2  53.7         
 81.2  56.9  56.0  38.2  24.4  26.1  22.5  20.2  18.5  23.3  24.4  32.6         
 38.1  71.9  50.4  24.6  18.7  16.7  19.2  14.9  14.8  32.0  34.9  64.8         
 62.3 113.0  76.4  60.7  47.8  57.8  75.2  54.2  65.6  48.8  42.5  52.4         
 95.2  55.9  39.9  54.6  35.1  30.7  25.9  25.1  32.3  30.3  31.0  51.9         
 37.2  28.6  45.1  21.9  24.3  29.6  22.8  18.0  17.1  17.2  62.0  39.1         
