Monthly Flows, Chang Jiang at Han Kou, 1865-1979
 3880  3290  4910  8760 13800 21700 32400 41400 39600 34600 23300  8720
 4170  5750 10700 17500 29400 37300 45700 51800 46700 32300 18200  8140
 5540  7750 11100 16900 24800 31000 39000 44500 45700 30100 20500 13100
 7990  6630 13500 19800 25600 27800 34200 41200 44400 16900 39700 24600
13800 12600 20000 22600 27000 36100 48400 50200 50000 41500 28400 13500
 7470  5490  7080 13100 21600 33900 50300 58100 42100 30700 18500  9490
 6120  6230  9770  9960 19200 23700 37100 42000 44400 39700 33000 16100
 8000  8310 13200 16700 26300 40400 49000 41300 34600 29500 19000  9110
 6420  5310  6430 11400 12900 23100 39300 43200 40800 35500 26100 12200
 6890 10100 18900 19900 23200 21500 32000 33400 32400 36000 28100 13700
 7310  7480 16600 18200 26600 31700 42600 40500 36300 28800 15600  9620
 5800  9550 15500 17700 28100 36800 46300 44300 37700 28500 18500  9500
 5420  9080  7870 16700 28500 28000 27500 28600 28100 27000 14400  9960
 6640  7380 13700 22400 21800 26700 46600 51500 44000 35400 32100 14800
 7240  6510  9570  9460 19000 31800 40700 36100 29500 24400 16300  7780
 5590  9420 12200 13900 16300 27800 37800 36000 36300 25700 13400  7100
 5120  5690  9380 13600 30000 33300 35800 31600 31100 35000 27200 16300
 9360 14900 12400 15800 23400 31400 46600 43900 38200 39900 35100 18900
 8250  6820 11000 15200 30800 37000 46700 44500 40700 40000 34900 22300
10600 12400 15800 19800 22000 23500 34400 29100 28600 20200 17900  7880
 5850  7620 13100 20300 27100 39900 47800 46600 38800 28900 19200 11600
 7610  6030 11900 23500 22800 30900 37700 41500 38200 36000 29800 12900
 7500 10300 16100 10800 20700 36600 51600 47600 39400 34200 20900  7930
 5370  7840 11700 21300 31400 30100 38400 41000 36900 26000 14400  9350
 6460  6760  5800 14100 26600 32500 43000 47500 48800 51400 37700 18200
 9390  8710 13000 19900 29600 38300 47000 50400 48500 36700 17200 11300
 7500  6130 10800 13500 17400 24600 40400 41800 35700 32500 30900 11900
 6650  7000  7250 14200 30000 33300 42800 41700 35000 27700 22300 14100
 6890  7580 12800 15200 18800 29800 39500 46000 42400 35600 19700  8960
 6160  6740 16500 14400 27400 41000 39200 33600 31000 37000 26200 11500
 6730  5240  6140 12300 18500 23900 29100 39800 34400 27400 21100  9730
 5410  5180  7810 14400 23200 27000 37600 33000 41300 46900 32300 16300
 8830  8050 13400 22800 32400 40700 43300 48800 43500 38400 29200 14900
 8530  7570  8090 11800 24500 32400 33800 37100 39400 33500 16400  8520
 5990  5590 10900 15400 14700 29600 36300 31300 39200 37500 23600 10000
 7400  7670 11100 13100 17900 17700 27200 24100 19300 12200  8370  5710
