Reported Number of Cases of Measles, Monthly, Jan. 1939- June 1972, Baltimore
   2412    4080    3195    1368     585     147      13       2      11       7       7       6    
      7       6       8       2      11       9       4       8       4      11      11       7        
     27      75     266     570     894    1168     572     118      38      41     171     518     
    767     955    1738    1684     916     280      57      17      14       6       5       6    
     25      60     188     418     575     534     196      57       7      16      33     104     
    507    2076    3885    2477    1136     190      31       3       3       6       4       6    
     23      16      28      37      38      19      12       4       6       6       5      12     
    102     442    1447    1801    2108    1590     542      51       9       7      14      23      
     23      23      26      44      66      52      18       8       4       3       2       5     
      9      33     144     570    2251    3062     945     201      60      59     373    1236    
   2190    3618    3680    1095     267      97      13       7       3       6      22      33      
     25      24      41      46     103      72      31       5       4       1       5       0     
     13      25     138     239     484     831     644     237      82     211     573     899     
   1403    1500    1008     715     283     131      26      10       3      10      20      17     
      9      11      52     124     232     151      57      26      18      34     113     237     
    485    1008    1910    1511     560     207      53      10       6       7       3       4       
      5      30      87      68      34      55      26      16      16      21     103     464     
   1296    1493    1130     550     255      94      52      21      19      11      11      11     
     35      13      12      27      68      78     112      55      37      69     395     858     
   1143     895     573     381     278     144      96      39      14      21      60      83     
    134      87     106     153     192     153     102      29      32      22      27      91     
    221     327     532     410     328     163      68      26      11      17      23      56     
    128     173     272     353     392     324     108      68      19      44      83     125     
    280     320     256     260     265     162      58      20       8       4      14      10     
     45      27      69     134     240     236     134      90      34      61     107     277       
    413     332     413     348     171      88      17       3       9       5      10      20     
    109      47     142     144     107      83      81      41       7      10      32     141        
    225     287     257     154     130      73      20       6       5       7       2       4        
      9       7      14      12       9       9       7       7       5       5       3       5        
      7       0       4       5       9       6      13       1       6       3       1       1
      1       1       2      11       1      25       3      10       0       0       7      16
      9      12       0     394     167     115      22       3       0       0       8       4
      2       3       0       0       7       2       1       0       0       0       1       1
      0       0       1       1       0       0
