 116025 117810 116131 116631 117009 120692      
 121095 120405 119734 118463 119409 119751      
 120028 121561 120743 118132 118579 118350      
 119635 120928 121394 121581 121926 121088      
 119859 119973 120125 119838 120928 121107      
 121593 122494 122303 127318 126097 128454      
 127522 129016 129190 130360 129883 130801      
 131075 130154 130446 130718 131066 132064      
 131415 132585 133441 132705 133402 132510      
 134184 135329 133212 132734 133108 133501      
 135225 133920 133668 134207 134029 133797      
 133679 135040 135948 137075 136392 138589      
 138188 138750 140028 139408 139213 139366      
 137095 136261 136278 133915 135422 133643      
 133499 133607 135150 136519 136101 136596      
 137210 137900 136616 136859 137710 136834      
 136915 136099 138805 139082 140641 140998      
 138514 139780 139321 140758 139399 138414      
 138838 138988 138572 138709 138595 139191      
 137908 138208 135637 136623 132171 132541      
 132208 131434 130828 128033 127731 129361      
 131783 133027 133230 135889

 
