MONTHLY PRECIPITATION, MM, SOUTHWESTERN MOUNTAIN REGION, 1932-1966              
     16.26     29.46     18.03     24.13     22.35     22.10                    
     12.95     13.72     10.41    105.66     79.76     20.07                    
     22.10      0.       29.72     13.21     20.07      1.27                    
      8.13     10.41     52.83     90.42     56.13     50.80                    
     46.23     25.91      5.84      3.05     11.18     14.99                    
     18.29     16.51      7.11     46.48    102.36     34.54                    
     13.72     17.27     23.62     33.27     23.62      9.65                    
     14.22     30.23      5.84     33.27     93.47     69.09                    
      7.62     28.45     25.15     25.15     23.88      7.37                    
     10.67     19.30     14.73     42.16     65.79     71.63                    
      9.40     12.95     11.43     16.00     22.86     24.64                    
      2.29     35.05     39.12     39.12     40.39     59.94                    
     33.53      2.79     14.73     10.41     20.32     26.42                    
      9.91      2.29     48.01     56.13     40.39     78.23                    
      2.29      3.30     22.61     31.50     18.54     31.50                    
     16.76      3.30      4.83     50.04     48.77     55.37                    
     32.51     21.08     13.72     14.73     43.43     12.95                    
     14.22     27.69     34.29     60.96     70.10     70.36                    
     11.43     43.69     44.70     35.56     29.72     40.64                    
     47.24     45.72     28.96     64.77     72.14     97.54                    
     42.42     19.30     28.96     12.95     14.22      4.06                    
     19.81      0.51      4.06     43.18     82.80     41.40                    
     26.92      0.51     30.48     20.83      5.08     21.84                    
      5.08     10.41     44.70     58.93     67.56     43.94                    
     11.43      6.10     21.84     11.68     13.46     10.16                    
      5.33      9.40      5.84     67.06     85.09     71.37                    
     34.04     28.96     18.54     23.37      2.29     18.54                    
      3.81      0.51      1.52     38.35     65.53     10.92                    
     30.99      0.25     16.26     34.80      1.78     10.67                    
      6.60      4.06      6.60     64.52     96.52     45.97                    
     20.83     18.03      9.14     11.94      3.30      6.35                    
      1.52     22.10     14.22     27.94    115.82     14.22                    
     12.19     14.73     17.27     10.41     57.91     16.00                    
      0.51      6.60     33.78     37.59     42.93     28.45                    
     34.29      2.03     34.54     48.26     13.46      8.89                    
     13.97     12.19     22.35     75.95     40.39     64.26                    
     13.21      2.03     17.78      5.84      7.11      8.89                    
      4.83      0.25      4.83     80.01     28.96     39.62                    
      9.91      0.25      0.51     13.72      7.62     11.43                    
     18.29      2.03      0.25     39.12     62.74      8.89                    
     26.67      8.89     28.96     28.45      6.86     25.65                    
     32.00     14.48     37.59     49.28     53.85     27.18                    
      0.       17.02      8.64      1.27     16.26     32.26                    
     18.03      2.79     17.02     70.36     40.13      0.76                    
      8.38      9.14      7.62      7.37      2.54     35.05                    
      4.06     14.73     12.70     59.18     72.39     42.42                    
     22.35      0.25      3.30     21.08      4.57      2.79                    
      2.29     14.73      9.40     65.28     92.96      2.79                    
     21.08      1.27      7.62     18.03     19.81      0.25                    
      4.32      4.83     13.72     51.05     38.86      1.52                    
     12.45      0.25      2.54     24.64     10.41     19.56                    
     17.78     21.34     17.53     82.55    122.17      6.10                    
     56.90     13.21      4.06     13.72     23.62     54.61                    
     27.94      6.86     18.29     46.48     62.23     69.09                    
     48.77      9.65      1.52      4.06     13.46      3.05                    
     11.68      2.29     18.80     55.63    104.65      1.78                    
     52.32     10.41     41.91     27.18      7.11      5.33                    
      2.03     10.41     16.26     41.66     38.86     22.35                    
     67.56      1.27     27.69     12.19      3.05     21.34                    
      4.06      0.76     17.78     48.01     61.98     48.01                    
     36.32     31.50     36.07     21.84      4.57     11.18                    
      8.38      0.25     11.18     79.76     20.07     73.66                    
     36.83     18.03     35.56     16.51     21.59      6.10                    
      6.10      1.27      4.06     38.86    100.08     58.17                    
     25.65     17.53      1.78      3.30     16.76     11.43                    
     16.51      8.38      2.79     67.82     65.53     86.11                    
      3.30     11.94     16.00     21.59     14.48      7.87                    
     14.22      7.11     28.45     85.85     78.74     62.23                    
      6.35     10.16     74.42     15.24     13.72      3.05                    
      4.83      0.76     34.29     64.01     77.98     53.59                    
