MONTHLY MEAN TEMPERATURES, SOUTHWESTERN MOUNTAIN REGION, F., 1932-1966               
  52.3  37.4  27.6  26.2  38.6  39.5  49.7  55.7  64.0  68.9  67.6  60.6        
  50.3  41.1  26.4  26.8  29.2  41.8  43.3  53.0  65.1  59.1  66.8  64.4        
  54.1  42.7  38.1  31.6  38.8  45.8  50.6  61.5  64.2  70.8  68.5  60.4        
  53.4  40.4  34.4  36.1  36.3  41.4  48.4  51.4  65.7  69.2  66.6  60.0        
  52.1  39.4  32.2  29.9  35.2  41.0  48.7  57.5  65.6  69.7  68.1  59.3        
  49.8  38.2  33.2  22.3  33.5  38.0  48.0  58.1  64.9  70.3  69.3  61.9        
  52.4  40.5  33.8  32.3  36.5  40.9  58.1  55.8  65.3  67.3  66.6  59.8        
  52.2  36.4  35.1  30.7  28.5  42.3  49.8  51.2  67.5  70.4  67.8  63.1        
  50.3  41.6  37.8  33.6  35.7  43.2  48.8  58.3  66.4  69.2  66.6  61.6        
  52.0  38.6  38.1  33.6  38.6  40.4  43.8  56.4  61.5  67.0  66.2  60.6        
  50.7  40.5  34.1  32.8  31.9  37.2  47.9  55.5  65.8  69.7  66.2  60.5        
  50.2  44.3  36.3  34.0  38.9  42.0  52.1  57.9  64.8  68.7  68.8  61.6        
  49.9  40.2  32.2  30.1  34.2  38.6  45.7  55.5  64.1  68.6  67.8  60.6        
  52.5  38.3  33.7  32.6  38.2  39.5  45.6  57.1  62.8  69.6  69.4  62.6        
  52.7  40.0  29.6  27.5  34.4  41.6  52.5  55.6  67.5  69.0  67.5  63.4        
  50.4  37.6  37.3  28.8  38.9  42.2  47.9  58.2  63.8  71.8  67.2  63.5        
  54.1  36.2  30.1  32.5  34.2  35.6  51.2  58.4  66.0  70.7  69.6  63.6        
  51.5  36.4  35.4  25.9  32.5  41.0  48.2  56.1  65.5  69.4  67.6  63.7        
  49.6  45.0  30.5  33.8  39.2  42.6  51.1  55.9  66.7  68.7  66.6  59.8        
  57.6  44.4  38.6  32.7  35.6  40.7  48.4  57.7  64.8  72.8  69.1  64.2        
  51.7  39.6  33.0  36.5  35.1  36.4  48.3  58.1  67.1  69.2  69.9  62.8        
  53.7  35.3  31.4  37.7  32.9  42.3  48.1  52.3  67.3  70.3  67.1  62.6        
  50.5  40.4  28.2  34.3  39.2  40.1  52.6  57.8  65.0  71.0  66.2  63.1        
  53.9  42.0  32.2  28.3  29.5  40.0  46.0  54.5  63.9  67.8  67.4  61.7        
  53.3  40.5  36.7  36.9  30.1  42.2  46.7  58.7  68.1  68.4  64.8  63.4        
  51.4  35.5  31.5  35.7  43.8  41.8  46.8  52.7  65.4  70.0  65.7  59.9        
  49.5  36.4  35.9  30.3  38.4  36.9  47.0  58.9  68.2  69.9  68.8  61.9        
  51.0  40.0  36.9  33.7  34.7  39.4  50.5  55.7  67.2  69.9  66.8  60.4        
  51.7  39.4  39.9  26.5  31.4  43.5  48.7  55.1  66.8  68.6  68.5  62.6        
  49.8  41.5  29.4  32.1  36.4  41.4  48.2  56.1  66.6  69.3  67.5  59.3        
  50.5  38.2  31.1  32.2  38.7  36.0  51.4  54.7  62.4  67.7  68.2  62.1        
  52.0  43.2  35.6  29.1  37.0  40.6  48.6  58.4  62.8  70.7  66.3  62.7        
  53.6  41.5  32.6  27.1  27.8  36.5  44.8  56.2  63.8  69.9  67.0  60.6        
  52.2  38.5  32.8  34.5  32.1  37.0  56.6  53.0  60.9  68.3  66.4  59.0        
  51.2  42.5  32.8  27.1  28.7  41.2  48.6  57.7  63.9  70.8  67.4  60.6        
