
Liu-Hanssens (1984)

  100
 LIU-HANSSENS SIMULATED DATA
(6E12.5)
  .38926e+00 -.24079e+01 -.40649e+01 -.42973e+01 -.37137e+01 -.49096e+01
 -.51366e+01 -.39078e+01 -.25790e+01 -.21304e+01 -.22535e+01 -.24069e+01
 -.87522e+00 -.17579e+00 -.12534e+01 -.31651e+01 -.23711e+01  .11926e+01
  .17859e+01  .28620e+01  .31390e+01  .18901e+01  .12062e+01 -.99000e-01
 -.14984e+01 -.17073e+01 -.10625e+01 -.14923e+01 -.15180e+01 -.21892e+01
 -.32189e+01 -.22083e+01 -.63250e+00  .60494e+00  .29979e+01  .52586e+01
  .70377e+01  .83021e+01  .82336e+01  .86989e+01  .70429e+01  .67156e+01
  .53858e+01  .67633e+01  .62140e+01  .71696e+01  .58499e+01  .51694e+01
  .39358e+01  .29026e+01  .73523e+00  .19788e+01  .21862e+01  .28822e+01
  .39362e+01  .30757e+01  .38334e+01  .31781e+01  .11991e+01  .45710e+00
  .13686e+00 -.17660e+01 -.17904e+01 -.18876e+01 -.30498e+01 -.20252e+01
 -.15996e+01 -.16308e+01 -.89156e+00  .72400e-01  .29751e+01  .42585e+01
  .42020e+01  .47153e+01  .59127e+01  .63436e+01  .62957e+01  .69678e+01
  .63749e+01  .75599e+01  .70551e+01  .70700e+01  .83642e+01  .81364e+01
  .79862e+01  .69221e+01  .76804e+01  .73645e+01  .77865e+01  .77692e+01
  .58434e+01  .40633e+01  .35916e+01  .30079e+01  .42625e+01  .42973e+01
  .35951e+01  .36442e+01  .39626e+01  .52596e+01
(6E12.5)
 -.20561e+01 -.29754e+01 -.29522e+01 -.13349e+01  .70882e+00 -.20225e+01
 -.12550e+00  .91393e+00  .12732e+01 -.20286e+01 -.26218e+01 -.28240e+01
 -.10962e+01 -.16808e+01 -.29227e+01 -.29402e+01  .72835e+00  .40894e+01
  .24132e+00  .12272e+01 -.23482e+00 -.40014e+00  .15453e+01  .27790e+00
 -.13551e+01 -.43218e+00  .33588e+00  .33032e+00 -.84573e+00 -.32660e-01
 -.91167e+00  .12876e+01  .95933e+00  .86228e+00  .23078e+01  .30132e+01
  .15924e+01  .23692e+01 -.39915e+00  .21095e+01  .86520e+00  .14333e+01
  .13456e+01  .54092e+01  .60474e+01  .75852e+01  .43996e+01  .31588e+01
 -.92420e-01 -.17752e+00 -.13680e+01  .14193e+01  .97907e+00  .62066e+00
  .15201e+01 -.70653e+00  .21169e+01  .93488e+00 -.33702e+00 -.59649e+00
  .47570e-01 -.17639e+01 -.26455e+00  .11295e+01 -.12558e+01  .32894e+00
  .40902e+00  .13060e+01 -.49082e+00  .11183e+00  .20032e+01  .14026e+01
  .98829e+00 -.36270e-01  .41459e+00  .59398e+00  .16064e+00  .16043e+01
 -.47305e+00  .10466e+01 -.25600e+00  .17768e+01  .17994e+01  .21281e+01
  .18478e+01  .16080e+01  .19671e+01  .22862e+01  .27809e+01  .46612e+01
  .20608e+01  .89438e+00  .26310e+01  .15899e+01  .18163e+01  .48287e+00
  .12975e+01  .35528e+00  .38930e-01  .13451e+01
(6E12.5)
  .65606e+02  .47746e+02  .19614e+02 -.31392e+01 -.27858e+02 -.50786e+02
 -.52814e+02 -.44845e+02 -.42289e+02 -.42963e+02 -.33006e+02 -.22595e+02
 -.27245e+02 -.39376e+02 -.46552e+02 -.41622e+02 -.32641e+02 -.35139e+02
 -.42543e+02 -.32179e+02 -.11983e+01  .17166e+02  .20044e+02  .21111e+02
  .15194e+02  .12107e+02  .60243e+01 -.70104e+01 -.15518e+02 -.12353e+02
 -.80752e+01 -.12886e+02 -.16263e+02 -.19649e+02 -.16740e+02 -.56492e+01
  .11450e+02  .31977e+02  .54653e+02  .67883e+02  .75878e+02  .75854e+02
  .77942e+02  .73176e+02  .64939e+02  .65970e+02  .81811e+02  .10800e+03
  .12515e+03  .12595e+03  .10856e+03  .80884e+02  .52518e+02  .31235e+02
  .23148e+02  .28624e+02  .29680e+02  .34988e+02  .35649e+02  .35453e+02
  .33309e+02  .23204e+02  .10126e+02  .32831e+01 -.93105e+01 -.16266e+02
 -.16195e+02 -.20234e+02 -.21545e+02 -.13475e+02 -.47932e+01 -.67169e+01
 -.48250e-01  .18617e+02  .41046e+02  .45962e+02  .40618e+02  .42059e+02
  .45824e+02  .45598e+02  .47124e+02  .43810e+02  .42393e+02  .44893e+02
  .47374e+02  .56825e+02  .66900e+02  .70138e+02  .69275e+02  .67683e+02
  .75065e+02  .81694e+02  .91159e+02  .85889e+02  .71099e+02  .61523e+02
  .56868e+02  .54231e+02  .51286e+02  .45410e+02
 
Lynx data

   114 
 ANNUAL NUMBER OF LYNX TRAPPINGS (MacKENZIE RIVER , CANADA ) 1821-1934
(12F5.0)
  269  321  585  871 1475 2821 3928 5943 4950 2577  523   98
  184  279  409 2285 2685 3409 1824  409  151   45   68  213
  546 1033 2129 2536  957  361  377  225  360  731 1638 2725
 2871 2119  684  299  236  245  552 1623 3311 6721 4245  687
  255  473  353  784 1594 1676 2251 1426  756  299  201  229
  469  736 2042 2811 4431 2511  389   73   39   49   59  188
  377 1292 4031 3495  587  105  153  387  758 1307 3465 6991
 6313 3794 1836  345  382  808 1388 2713 3800 3091 2985 3790
  674   81   80  108  229  399 1132 2432 3574 2935 1537  529
  485  662 1000 1590 2657 3396
 
