SOUTH PLATTE RIVER BELOW CHEESMAN LAKE, CO. 1925 TO 1960                        
   3.02990   1.92271   2.97327   3.34139   2.36729   0.58899                    
   3.25644   6.65446   7.70218   5.60674   7.27743   6.45624                    
   5.04040   0.22002   0.14895   0.14895   0.14158   0.09231                    
   0.09203   8.83486  17.58476  13.64872   9.76931   2.78921                    
   1.93687   3.00159   0.62297   0.62297   1.49796   1.39036                    
   2.33048   4.47406   6.99426  11.66654   7.27743   4.44575                    
   4.41743   2.67311   0.80420   1.52345   1.68768   1.45265                    
   1.52061   4.89882  12.28951  11.35506   9.31624   4.89882                    
   4.92713   2.16624   1.50362   2.26535   2.26535   1.34222                    
   1.61689   3.59624   9.06139  12.26120  18.66080  11.44001                    
   4.87050   0.76172   1.56026   1.75564   1.30824   0.62297                    
   3.70951   5.09703  10.39228  16.02734  21.40754  11.24179                    
   7.05090   1.34788   0.89198   1.12135   1.35355   0.82119                    
   2.82036   9.45783   9.68436   9.48614   8.26852   4.10594                    
   3.73782   1.86891   0.56634   0.84101   1.37620   0.73341                    
   2.80903   5.74832   8.32515   8.80654   7.02258   3.45466                    
   4.38911   3.48297   0.96277   0.93446   0.53802   0.81553                    
   1.85759   0.53802  12.09130   7.30575   6.93763   2.54285                    
   0.94861   1.37620   0.74756   0.59465   0.59465   0.83818                    
   1.46115   5.63505   5.97486   6.14476   6.00317   4.44575                    
   3.25644   1.19214   0.51537   0.45307   0.42475   1.52911                    
   2.00483   1.69618   2.20588  10.42060  11.35506   5.69169                    
   3.90773   2.13226   0.33697   0.18406   0.21266   0.21238                    
   3.17149  11.63823  11.41169  11.38337  13.59209   7.44733                    
   3.17149   0.74756   0.46723   0.74190   1.07321   0.41059                    
   3.17149   6.05981   2.38145   5.94654   7.81545   4.44575                    
   3.85109   1.03073   0.75040   0.74473   0.58050   0.76455                    
   4.16258   0.31149   2.15774   5.01208   9.59941   3.22812                    
   6.76773   1.09020   0.65695   0.58050   0.58333   0.63713                    
   4.78555   9.91090   7.61723   6.88099   4.95545   3.39802                    
   2.57117   1.03357   0.58616   0.58616   0.58616   0.29733                    
   1.33372   3.31307   5.74832   4.07763   3.99268   3.17149                    
   0.90331   0.74756   0.55784   0.44457   0.39644   0.36812                    
   4.87050   7.61723   8.60832   9.71268  11.10021   5.49347                    
   6.90931   0.73907   0.56917   0.59182   0.57766   0.59749                    
  26.39130  27.46734  21.46417  10.25070  11.04357   5.32357                    
   2.41826   1.40452   1.04772   0.95428   0.96277   0.88349                    
   1.80378   4.75723   3.87941   6.42792   9.40119   3.31307                    
   3.53961   1.61406   1.18364   1.99067   0.28883   0.30299                    
   0.30865   6.90931  11.38337   6.85268   6.65446   3.34139                    
   2.57400   1.93687   0.94578   1.73582   1.22612   0.69093                    
   0.72491   4.10594   2.91664   7.27743  19.96338   5.72000                    
   2.91664   1.66503   1.35071   1.31957   1.36487   1.06755                    
   4.67228   5.49347   7.33406  10.78872   7.22080   3.11485                    
   1.74149   0.93729   1.14117   1.28275   1.47248   1.33656                    
   2.47489   3.31307  18.68912  19.19882  14.97961   8.32515                    
   4.27584   3.08654   1.56592   1.16099   1.97085   2.80337                    
  20.07665  22.88001  20.24655   9.51446  10.22238   5.57842                    
   4.04931   2.67594   1.61123   1.81228   2.43525   1.51212                    
   2.58533   4.02099  30.21408  27.86378  11.46832   6.34297                    
   3.85109   1.48663   1.97652   1.98784   0.78721   2.31065                    
   7.30575   5.29525   4.78555   6.71109   5.91822   4.38911                    
   2.91664   2.31349   1.75281   1.75281   1.39036   2.86000                    
   1.13267   3.36971   3.79446   6.85268   9.65605   3.90773                    
   2.65329   1.44133   1.20630   1.16099   1.10153   1.07604                    
   1.18931   3.00159   4.70060  11.41169  13.70536   4.38911                    
   3.05822   3.14317   1.28275   1.02224   0.85517   0.90614                    
   1.04206   4.19089   9.23129  11.89308  11.49664   3.99268                    
   4.67228   2.49755   1.46681   1.30541   1.29974   1.07887                    
   3.79446   8.38179   9.17466  10.25070   7.47565   5.49347                    
   4.58733   2.11244   1.25727   1.09020   1.05905   0.99675                    
   2.91664   6.00317   2.24836   3.70951   9.54278   5.21030                    
   1.60840   1.14117   0.56634   0.53519   0.54368   0.25174                    
   1.46398   8.01367   5.46515   4.27584   3.93604   3.70951                    
   1.67636   1.21196   0.89764   0.51820   0.07815   0.08807                    
   0.05663   0.98826   3.17149  13.11070  14.30001   4.58733                    
   3.39802   2.70143   1.20630   0.49554   1.00525   2.32765                    
   7.36238  15.99902  12.43110   6.00317   6.20139   5.04040                    
   2.35030   0.58050   0.42192   0.21464   0.21238   0.21379                    
   0.12997   1.45832   7.67387   8.63664   9.11803   4.07763                    
   2.45224   0.17925   0.20728   0.19057   0.20388   0.23475                    
   3.42634   4.81386   6.20139   8.97644   7.07921   2.07279                    
