RHINE RIVER, NEAR BASLE,SWITZERLAND, 1807-1957                                  
  864.8840 1033.1410  826.9233 1018.7770 1118.2960 1100.8540  978.7654 1132.6590
 1291.6830 1466.0960  964.4021  819.7417  954.1426 1092.6460  945.9348 1037.2440
 1143.9440 1112.1390  895.6628 1075.2060 1043.4010  888.4812 1044.4260 1271.1640
  809.4822  918.2339  961.3242  844.3647  890.5330 1163.4380  986.9731 1054.6860
  895.6628 1097.7760  915.1560 1179.8530 1119.3210 1043.4010 1237.3070 1180.8790
  872.0657  957.2205 1079.3090 1173.6970 1083.4130 1239.3590  851.5464 1177.8010
  954.1426  783.8330  701.7563  872.0657 1228.0730 1043.4010  851.5464  903.8704
  961.3242  762.2881  960.2981 1260.9040 1006.4660 1010.5700  795.1187 1004.4140
  915.1560 1021.8550  836.1570  846.4167 1347.0840 1164.4640 1139.8410 1138.8140
  919.2598 1170.6190  871.0396 1256.8010  903.8704  679.1853  978.7654  849.4946
 1131.6330 1062.8940  998.2588 1006.4660 1047.5040  805.3784  798.1965  846.4167
 1128.5560 1354.2660  972.6099  955.1685  949.0127 1016.7260 1054.6860  972.6099
 1018.7770 1004.4140 1115.2180  966.4541  949.0127  818.7158 1368.6290  974.6616
 1069.0490 1066.9980 1303.9940 1100.8540 1196.2690 1149.0740  935.6753 1123.4260
 1111.1140  610.4460 1152.1520 1103.9320 1265.0080  796.1448 1178.8270 1207.5540
  944.9089  928.4934 1032.1140 1395.3040  983.8953  925.4155  805.3784 1081.3610
 1331.6960 1242.4370  996.2068 1091.6210 1395.3040 1172.6710  920.2859  809.4822
  867.9619 1234.2290 1057.7640  759.2102 1085.4640  653.5364  776.6514 1180.8790
  976.7136 1193.1910  939.7791 1287.5790 1070.0760 1059.8160                    
