M2, U.S. 1959.1-1992.2
    289.8     287.7     287.9     290.2     290.2     292.5     294.5     294.8     296.1     296.9     297.9     300.7
    301.5     298.5     298.2     300.3     298.9     300.9     303.5     305.3     307.9     310.0     311.7     315.3
    317.5     316.7     317.2     320.3     320.1     322.8     324.9     325.9     328.8     331.5     334.1     338.6
    341.2     340.3     342.1     346.0     345.1     347.7     350.1     351.0     354.0     357.6     360.5     365.8
    369.1     368.1     369.8     373.9     373.4     376.8     380.3     381.5     384.9     388.8     392.3     396.5
    399.6     397.7     398.9     402.5     401.3     405.4     409.4     411.2     415.8     419.9     423.0     428.4
    432.4     430.2     432.3     436.3     433.7     438.4     442.1     443.3     448.5     453.7     456.7     463.2
    467.1     463.8     465.9     470.2     466.3     469.7     470.4     470.2     474.7     477.0     478.2     483.8
    486.4     483.6     488.2     493.0     493.4     501.0     506.3     508.7     514.3     519.3     521.7     528.0
    529.8     528.2     531.6     536.9     535.5     542.3     546.3     547.6     553.2     558.5     562.6     569.8
    573.6     569.2     572.9     577.5     573.6     578.8     580.7     578.5     581.5     583.8     586.8     592.4
    593.9     585.6     589.6     594.9     593.1     599.5     602.7     604.4     610.0     615.3     619.7     629.3
    636.8     639.5     651.6     665.4     668.3     677.7     684.3     685.7     691.7     697.7     703.8     713.6
    722.0     724.6     736.2     746.5     745.3     756.3     766.2     770.3     777.9     786.4     793.4     806.0
    815.4     813.8     819.2     828.9     829.4     841.3     845.6     842.3     841.4     845.3     851.3     861.9
    866.9     865.8     876.4     884.8     880.1     888.8     893.1     890.1     892.0     897.2     902.6     909.6
    913.4     914.9     930.6     947.4     952.8     973.3     986.3     988.9     995.7    1002.5    1012.0    1024.3
   1043.9    1041.5    1055.3    1074.9    1080.1    1089.8    1100.7    1108.2    1118.8    1134.9    1145.7    1164.9
   1178.0    1180.8    1196.8    1218.3    1219.0    1232.9    1246.2    1249.5    1259.0    1270.1    1275.8    1288.8
   1297.4    1292.5    1304.7    1323.8    1322.0    1334.9    1346.7    1349.2    1362.5    1373.6    1377.8    1392.3
   1396.8    1391.9    1407.3    1432.6    1428.6    1448.7    1465.1    1470.4    1482.0    1489.8    1489.7    1501.8
   1509.3    1509.5    1521.7    1529.1    1526.3    1551.9    1577.3    1589.7    1603.0    1618.4    1629.0    1634.7
   1641.9    1640.6    1665.0    1696.4    1689.4    1703.9    1721.7    1733.7    1742.9    1760.6    1776.5    1798.0
   1814.9    1804.9    1822.8    1846.0    1844.9    1862.0    1878.6    1892.0    1905.2    1923.9    1938.0    1958.6
   2011.6    2035.1    2060.1    2086.0    2087.6    2107.8    2124.7    2127.2    2136.6    2161.0    2175.3    2192.4
   2205.0    2207.5    2226.6    2250.3    2247.0    2266.7    2281.6    2285.2    2296.9    2313.6    2340.5    2373.2
   2398.1    2405.9    2421.4    2434.8    2435.8    2473.0    2494.0    2504.6    2516.3    2530.7    2547.4    2573.9
   2581.7    2572.9    2597.5    2634.3    2641.2    2676.4    2707.6    2723.7    2737.9    2766.0    2785.7    2821.5
   2839.9    2817.2    2826.5    2855.1    2836.0    2850.1    2862.6    2868.2    2875.9    2895.8    2901.1    2915.8
   2937.3    2933.4    2958.6    2998.9    2988.5    3013.3    3030.7    3031.1    3029.7    3039.4    3057.9    3081.1
   3076.0    3057.3    3073.5    3092.4    3063.4    3090.8    3124.6    3136.7    3146.8    3180.8    3206.7    3236.6
   3244.5    3245.6    3267.7    3292.8    3262.8    3284.1    3298.6    3310.2    3316.5    3322.5    3329.5    3344.6
   3341.3    3345.1    3374.2    3396.3    3373.7    3391.6    3395.1    3393.3    3387.3    3393.9    3413.5    3440.4
   3460.1    3465.0

