MCKENZIE RIVER AT MCKENZIE BRIDGE, OREGON, 1911-57, cfs
1500   1710   1790   1590   1410                                                
2000   1820   1720   1670   1580                                                
2120   1610   1560   1380   1780                                                
1300   1710   1790   1380   1260                                                
1230   1710   1770   1576   1602                                                
1511   1441   1742   1381   1246                                                
1098   1317   1925   1249   1402                                                
1671   1690   1887   1819   1959                                                
2213   1786   1904   2013   1672                                                
2397   1799   1806   1664   1643                                                
1869   1742   1607   1625   1988                                                
