Annual rainfall (mm) at Fortaleza, Brazil, 1849-1979
#Refeference: P.A. Morettin, A.R. Mesquita, J.G.C. Rocha,
#            "Rainfall at Fortaleza in Brazil Revisted"
#            Time Series Analysis, Theory and Practice, Vol. 6
#            pp. 67--85. Editor: O.D. Anderson
 2001.  852. 1806. 1356. 1233. 1590. 1273. 1770. 1734. 1457.                    
 1357. 1716. 1445. 1468. 1452. 1098. 1238. 2478.  832. 1289.                    
 1470. 1628. 1459. 2256. 2058. 1487. 1581. 1569.  468.  503.                    
  597. 1539. 1423. 1246. 1508. 1047. 1307. 1399. 1320.  736.                    
  784. 1534. 1077. 1211. 1430. 2505. 2491. 2144. 1839.  863.                    
 2414.  940. 1545.  878.  789. 1136. 1189. 1430.  697.  834.                    
 1015. 2051. 1373. 2446. 1905. 1512.  530. 1328. 2077. 1319.                    
  656. 1847. 2496. 1595. 1513. 1847. 1137. 1571. 1195.  995.                    
 1230. 1107. 1133.  879.  937. 1888. 1661.  820. 1313. 1586.                    
 1911. 1447.  916.  780. 1042. 1090. 1750. 1724. 1726. 1384.                    
 1881. 1114.  747. 1378. 1068. 1032. 1152.  806. 1225.  504.                    
 1493. 1011. 1737. 1258. 2102. 2428. 1630. 1288. 1839. 1385.                    
 1805. 1192. 2093. 1299. 2331. 2512. 1778. 1417. 1941. 1752.                    
  996.                                                                          
