  61  65  55  56  91  80 135 129 129 130 109 126
  73  68  74  95 105 108 127 108 126 154 127 103
  95  59  68  82  92 124 139 167 138 146 128 145
  91  66  89  98 113 130 127 157 157 136 145 112
  71  95  95 105 116 104 128 181 130 124 123 152
  85  86 101 105 135 142 138 190 129 175 146 179
 103 104  80 108 125 134 150 149 148 167 160 168
  99 102  98 104 114 165 184 161 205 189 152 146
  72  83  97 105 134 145 172 175 149 166 142 146
 111  84 116 102 153 176 145 175 147 174 169 131
  81  85 107 111 135 114 150 156 146 166 154 130
  92  80  87 101 130 151 195 224 191 188 169 161
 121  89 105 134 155 203 192 195 225 186 172 157
 130  84 122 116 147 183 211 256 207 196 153 154
  94  89 118 101 150 150 191 214 173 170 175 123

