  2840  2840  2840  2780  2730  2670  2570  2520
  2520  2520  2570  2570  2570  2570  2570  2520
  2520  2460  2520  2620  2570  2570  2520  2570
  2460  2520  2520  2520  2520  2460  2460  2460
  2460  2460  2460  2410  2410  2410  2360  2250
  2250  2200  2200  2200  2200  2200  2200  2250
  2460  2460  2570  2570  2410  2460  2620  2570
  3200  2620  2670  2570  2520  2520  2570  2410
  2410  2460  2730  3200  3200  3080  2960  2960
  2900  2780  2670  2670  2620  2520  2520  2520
  2460  2520  2360  2410  2410  2410  2410  2570
  3080  5090  6260  5330  4320  5910  8580 11600
 12100  7880  5740  5170  4770  4400  4020  4400
  6090  6430  6900  7600  6900  6780  7880  7130
  6430  8160 14100 14100  9000  7600  6900  6090
  5910  5740  5740  5410  5250  4700  4320  3890
  3510  3260  3380  4320  5250  7130  7370  9000
  9640  9960 11600  9960  9480 11300  7600  7880
  8160  6090  4770  4240  4020  3890  4240  5410
  5740  7600  7250  7130  7130  6340  5740  4930
  4620  4620  5010 14300 13400  8440  7600  6780
  6260  5570  5170  5330  6260  8440 11300  9320
  7880  7130  5910  4930  4400  4240  4700  4850
  4470  4320  4020  4100  4930  5330  6550  6780
  5910  5410  5250  5090  5090  6170  6660  7370
  6660  5740  5250  4540  4470  4770  5090  5410
  5660  4850  4320  3890  3760  3830  3830  3760
  4020  4470  5570  6090  5910  5570  5490  5010
  5330  4930  4620  4470  4320  4100  4100  4400
  4100  3700  3380  3260  3200  3140  3020  3080
  3200  3080  3380  3830  4400  4930  4930  5330
  4930  4020  3570  3320  3260  3200  3140  3570
  3380  3140  3080  3080  2780  2900  2900  2780
  2900  2840  2840  2780  2780  2670  2730  2780
  2780  2780  2780  2840  2840  2840  2780  2730
  2780  2670  2670  2780  2840  3380  4100  3830
  2900  2900  2960  2900  2840  2840  2730  3200
  2900  2840  2780  2670  2460  2960  3760  3140
  2960  2840  2900  3570  5410  2900  2900  3020
  2840  2780  2840  2670  2730  2730  2670  2620
  2620  2620  2620  2570  2460  2460  2620  2670
  2670  2670  2620  2620  2570  2570  2460  2520
  2570  2520  2570  2620  2520  2620  2520  2520
  2520  2460  2460  2460  2460  2460  2460  2460
  2460  2460  2460  2460  2460  2460  2460  2460
  2460  2460  2460  2460  2570
 
