  87695  86890  96442  98133 113615 123924 128924 134775 117357 114626
 107677 108087  92188  88591  98683  99207 125485 124677 132543 140735
 124008 121194 111634 111565 101007  94228 104255 106922 130621 125251
 140318 146174 122318 128770 117518 115492 108497 100482 106140 118581
 132371 132042 151938 150997 130931 137018 121271 123548 109894 106061
 112539 125745 136251 140892 158390 148314 144148 140138 124075 136485
 109895 109044 122499 124264 142296 150693 163331 165837 151731 142491
 140229 140463 116963 118049 137869 127392 154166 160227 165869 173522
 155828 153771 143963 143898 124046 121260 138870 129782 162312 167211
 172897 189689 166496 160754 155582 145936 139625 137361 138963 155301
 172026 165004 185861 190270 163903 174270 160272 165614 146182 137728
 148932 156751 177998 174559 198079 189073 175702 180097 155202 174508
 154277 144998 159644 168646 166273 190176 205541 193657 182617 189614
 174176 184416 158167 156261 176353 175720 193939 201269 218960 209861
 198688 190474 194502 190755 166286 170699 181468 174241 210802 212262
 218099 229001 203200 212557 197095 193693 188992 175347 196265 203526
 227443 233038 234119 255133 216478 232868 221616 209893 194784 189756
 193522 212870 248565 221532 252642 255007 206826 233231 212678 217173
 199024 191813 195997 208684 244113 243108 255918 244642 237579 237579
 217775 227621

