sales advertising
1016   608
 921   451
 934   529
 976   543
 930   525
1052   549
1184   525
1089   578
1087   609
1154   504
1330   752
1980   613
2223   862
2203   866
2514  1016
2726  1360
3185  1482
3351  1608
3438  1800
2917  1941
2359  1229
2240  1373
2196  1611
2111  1568
1806   983
1644  1046
1814  1453
1770  1504
1518   807
1103   339
1266   562
1473   745
1423   749
1767   862
2161  1034
2336  1054
2602  1164
2518  1102
2637  1145
2177  1012
1920   836
1910   941
1984   981
1787   974
1689   766
1866   920
1896   964
1684   811
1633   789
1657   802
1569   770
1390   639
1387   644
1289   564
