  1.2134  0.7306  0.0047 -0.6077 -0.7256  0.5013  1.9442  0.3980
  0.7894  1.9233  0.3883  0.3789  0.1451 -0.4891 -1.3703 -1.1521
  0.1012  0.5038 -0.3252 -0.6444 -1.0141 -0.6302 -0.5947 -0.8493
 -0.0111  0.3456  0.4591 -0.8977 -0.9831  0.5643  0.4553 -0.5585
 -0.8012 -0.1381  0.4880  2.4647  1.0511 -0.6219 -0.3329  0.1428
  1.0182  0.5887 -1.4436 -0.7501  1.5649  1.6647  1.2739  0.4376
  0.1100 -1.3420 -0.7713  0.7760  1.4720  1.4803 -0.0246 -0.0096
 -1.0581 -0.5495  2.1837  1.7427  0.7170 -0.0817 -2.9210 -1.8409
 -0.8355 -1.0947 -0.4288 -0.3307  1.0528  1.4121 -0.6820 -1.4068
 -1.6419 -1.2459 -0.1707 -1.0378 -0.9262 -1.7189 -0.1265 -1.3646
 -0.7803 -0.3447 -0.8773 -1.0018 -0.6640 -0.8573  1.5475  2.9393
  1.3459 -0.5445 -1.2413 -0.3627  0.2857  0.0257  0.5038  0.7555
 -0.3891 -0.4210 -0.1851  0.2117  0.5270 -0.6797 -0.8929 -1.1720
  0.1055  0.0993  0.3260 -0.7960 -1.6632 -1.1313  0.3249  0.0993
  0.4263  1.2138 -0.5171 -1.9294 -0.5809  0.2083 -0.4882 -0.6738
  1.5455  2.3861  0.8122 -0.3867 -0.8740 -1.8908  0.1803 -0.0395
 -0.0130 -0.5450 -0.3392 -1.4244 -0.0401  1.7319  1.0323 -0.2043
  0.0413 -1.8527 -0.6485 -0.1303  0.3912  0.3350 -0.0820 -2.2300
 -0.2982  1.0837  1.6008  1.2053 -0.1471 -1.1781 -1.4259  0.3695
 -0.4131 -0.9219 -1.7906 -1.8542 -1.0438  1.2637  2.3931  1.6726
  1.3340  0.8640  1.3986  0.6851 -0.9469 -1.7676 -2.0686 -0.5067
  0.8371  0.3914  1.2198  0.5329 -1.3982 -1.6421 -1.4496  0.8325
  0.8271  0.4369 -1.0428 -1.0205 -0.7700 -0.0564  0.9177  1.0668
 -0.5963 -0.4871 -0.1692 -0.1330  0.2940  0.9634 -0.4270  0.3573
 -0.3867  0.3658  0.7249  1.2030  0.0886 -1.4585 -1.0327 -0.5138

 
