  0.92379   1.00000  
  0.00000   2.00000 
  1.60183   3.00000 
 -0.67568   4.00000 
 -0.22676   5.00000 
  0.22727   6.00000 
 -0.45351   7.00000 
  0.00000   8.00000 
 -0.22779   9.00000 
 -0.22831  10.00000 
  0.91533  11.00000 
  0.22676  12.00000 
 -0.22624  13.00000 
 -0.90703  14.00000 
 -2.28833  15.00000 
 -0.93677  16.00000 
  0.23641  17.00000 
  0.94340  18.00000 
  0.00000  19.00000 
  0.70093  20.00000 
 -1.39211  21.00000 
 -0.47059  22.00000 
 -0.70922  23.00000 
  1.42857  24.00000 
 -1.87793  25.00000 
 -0.47847  26.00000 
  0.72115  27.00000 
 -0.23866  28.00000 
 -0.47847  29.00000 
  0.72115  30.00000 
  1.43198  31.00000 
 -0.94118  32.00000 
  0.23753  33.00000 
  0.00000  34.00000 
 -1.18483  35.00000 
  0.71942  36.00000 
 -0.71429  37.00000 
  0.23981  38.00000 
  0.23923  39.00000 
  0.00000  40.00000 
 -0.47733  41.00000 
  0.47962  42.00000 
  0.71599  43.00000 
  0.23697  44.00000 
 -0.23641  45.00000 
 -0.23697  46.00000 
  0.00000  47.00000 
 -0.47506  48.00000 
 -0.23866  49.00000 
  0.71770  50.00000 
 -0.23753  51.00000 
 -1.66667  52.00000 
  0.00000  53.00000 
 -1.21065  54.00000 
  0.24510  55.00000 
  1.46699  56.00000 
  0.00000  57.00000 
  1.20482  58.00000 
  0.00000  59.00000 
  0.95238  60.00000 
  0.47170  61.00000 
 -0.70423  62.00000 
  0.00000  63.00000 
  0.47281  64.00000 
  1.41176  65.00000 
  1.16009  66.00000 
  0.00000  67.00000 
  0.91743  68.00000 
 -0.90909  69.00000 
  1.60550  70.00000 
  0.45147  71.00000 
 -1.34831  72.00000 
  0.91116  73.00000 
  0.45147  74.00000 
  1.12360  75.00000 
  2.44444  76.00000 
  2.16920  77.00000 
 -0.84926  78.00000 
 -1.07066  79.00000 
 -1.29870  80.00000 
  1.75439  81.00000 
 -0.21552  82.00000 
  0.43197  83.00000 
 -0.21505  84.00000 
 -1.72414  85.00000 
  0.87719  86.00000 
 -0.43478  87.00000 
 -1.09170  88.00000 
  0.00000  89.00000 
 -0.88300  90.00000 
 -0.44543  91.00000 
  1.34228  92.00000 
 -0.66225  93.00000 
  2.00000  94.00000 
 -0.43573  95.00000 
 -0.87527  96.00000 
  0.44150  97.00000 
 -0.43956  98.00000 
 -0.66225  99.00000 
  1.33333 100.00000 
  1.09649 101.00000 
