  446  650  592  561  491  592  604  635  580  510  553  554
  628  708  629  724  820  865 1007 1025  955  889  965  878
 1103 1092  978  823  827  928  838  720  756  658  838  684
  779  754  794  681  658  644  622  588  720  670  746  616
  646  678  552  560  578  514  541  576  522  530  564  442
  520  484  538  454  404  424  432  458  556  506  633  708
 1013 1031 1101 1061 1048 1005  987 1006 1075  854 1008  777
  982  894  795  799  781  776  761  839  842  811  843  753
  848  756  848  828  857  838  986  847  801  739  865  767
  941  846  768  709  798  831  833  798  806  771  951  799
 1156 1332 1276 1373 1325 1326 1314 1343 1225 1133 1075 1023
 1266 1237 1180 1046 1010 1010 1046  985  971 1037 1026  947
 1097 1018 1054  978  955 1067 1132 1092 1019 1110 1262 1174
 1391 1533 1479 1411 1370 1486 1451 1309 1316 1319 1233 1113
 1363 1245 1205 1084 1048 1131 1138 1271 1244 1139 1205 1030
 1300 1319 1198 1147 1140 1216 1200 1271 1254 1203 1272 1073
 1375 1400 1322 1214 1096 1198 1132 1193 1163 1120 1164  966
 1154 1306 1123 1033  940 1151 1013 1105 1011  963 1040  838
 1012  963  888  840  880  939  868 1001  956  966  896  843
 1180 1103 1044  972  897 1103 1056 1055 1287 1231 1076  929
 1105 1127  988  903  845 1020  994 1036 1050  977  956  818
 1031 1061  964  967  867 1058  987 1119 1202 1097  994  840
 1086 1238 1264 1171 1206 1303 1393 1463 1601 1495 1561 1404
 1705 1739 1667 1599 1516 1625 1629 1809 1831 1665 1659 1457
 1707 1607 1616 1522 1585 1657 1717 1789 1814 1698 1481 1330
 1646 1596 1496 1386 1302 1524 1547 1632 1668 1421 1475 1396
 1706 1715 1586 1477 1500 1648 1745 1856 2067 1856 2104 2061
 2809 2783 2748 2642 2628 2714 2699 2776 2795 2673 2558 2394
 2784 2751 2521 2372 2202 2469 2686 2815 2831 2661 2590 2383
 2670 2771 2628 2381 2224 2556 2512 2690 2726 2493 2544 2232
 2494 2315 2217 2100 2116 2319 2491 2432 2470 2191 2241 2117
 2370 2392 2255 2077 2047 2255 2233 2539 2394 2341 2231 2171
 2487 2449 2300 2387 2474 2667 2791 2904 2737 2849 2723 2613
 2950 2825 2717 2593 2703 2836 2938 2975 3064 3092 3063 2991

