  .62166e+01  .61903e+01  .62226e+01  .63596e+01  .63008e+01  .64489e+01
  .65903e+01  .65862e+01  .63716e+01  .62953e+01  .61738e+01  .62729e+01
  .62500e+01  .61924e+01  .62691e+01  .63953e+01  .63491e+01  .64907e+01
  .66053e+01  .66307e+01  .64003e+01  .63750e+01  .62086e+01  .63244e+01
  .63190e+01  .62596e+01  .62766e+01  .64345e+01  .63936e+01  .65265e+01
  .66516e+01  .66593e+01  .64118e+01  .64036e+01  .62748e+01  .63835e+01
  .63596e+01  .62971e+01  .63368e+01  .64739e+01  .64216e+01  .65468e+01
  .66657e+01  .67214e+01  .64693e+01  .64661e+01  .63117e+01  .64069e+01
  .63716e+01  .63154e+01  .63561e+01  .64998e+01  .64862e+01  .65793e+01
  .67166e+01  .67310e+01  .64800e+01  .64938e+01  .63699e+01  .64677e+01
  .64345e+01  .63154e+01  .63953e+01  .64877e+01  .65221e+01  .66320e+01
  .67776e+01  .67811e+01  .65582e+01  .65280e+01  .63578e+01  .64862e+01
  .64693e+01  .63852e+01  .64249e+01  .65309e+01  .65206e+01  .66503e+01
  .68090e+01  .68395e+01  .65695e+01  .65653e+01  .63969e+01  .65162e+01
  .64693e+01  .64003e+01  .63986e+01  .65639e+01  .65596e+01  .67056e+01
  .68352e+01  .68906e+01  .66134e+01  .65999e+01  .64297e+01  .65482e+01
  .64998e+01  .64394e+01  .64754e+01  .66067e+01  .65917e+01  .67142e+01
  .68427e+01  .69017e+01  .66606e+01  .66320e+01  .64661e+01  .65903e+01
  .65381e+01  .64754e+01  .64862e+01  .65999e+01  .66174e+01  .67298e+01
  .69027e+01  .69470e+01  .66958e+01  .66758e+01  .65396e+01  .66373e+01
  .65834e+01  .64846e+01  .64892e+01  .66346e+01  .66438e+01  .67856e+01
  .69726e+01  .69451e+01  .66995e+01  .66720e+01  .65396e+01  .66619e+01
  .66307e+01  .65639e+01  .65723e+01  .66695e+01  .66771e+01  .67946e+01
  .69527e+01  .69801e+01  .66995e+01  .67117e+01  .65709e+01  .66871e+01
  .66174e+01  .65944e+01  .66174e+01  .67178e+01  .66695e+01  .68427e+01
  .69810e+01  .70255e+01  .67334e+01  .67616e+01  .65751e+01  .67007e+01
  .66983e+01  .65958e+01  .66134e+01  .67382e+01  .67250e+01  .68405e+01
  .70121e+01  .70246e+01  .67662e+01  .67569e+01  .66359e+01  .67765e+01

 
