Iowa non-farm income per capita
first quarter 1948 through third quarter 1975, n=111

601     604     620     626     641     642     645     655     682     678     692     707
736     753     763     775     775     783     794     813     823     826     829     831     
830     838     854     872     882     903     919     937     927     962     975     995
1001    1013    1021    1028    1027    1048    1070    1095    1113    1143    1154    1173
1178    1183    1205    1208    1209    1223    1238    1245    1258    1278    1294    1314
1323    1336    1355    1377    1416    1430    1455    1480    1514    1545    1589    1634
1669    1715    1760    1812    1809    1828    1871    1892    1946    1983    2013    2045    
2069    2107    2144    2183    2231    2304    2343    2377    2393    2461    2494    2532
2565    2631    2682    2782    2849    2930    3029    3102    3181    3282    3391    3488
3568    3657    3705
