  0.40 -0.26  1.06 -0.52  1.79 -0.09 -0.80 -0.98 -0.35  0.59
 -0.31 -1.13  0.00 -0.36  0.55  0.56  1.67 -0.84 -1.14  0.63
 -0.29 -1.04 -0.87 -0.26  0.02 -0.34 -0.19 -0.25  0.80  1.02
  0.52  0.79  0.01 -0.38 -0.07  0.57 -0.23  0.53  0.65  0.64
  0.84  0.05 -1.04  0.35  0.21 -1.26 -0.77 -0.42 -0.64  0.88
  0.52 -1.16  0.89 -0.45 -0.99 -0.81 -2.51 -1.45 -1.98  1.78
  1.10 -0.34 -0.48  0.21 -0.85 -1.12 -0.86  0.47 -0.97 -0.10
 -1.20  2.00 -0.65  2.57 -1.55  0.71 -0.33  0.24  0.67  1.20
 -0.78  0.15  0.51  0.12 -1.72  0.01 -1.48 -0.75  0.13  0.38
 -1.32  0.74 -1.48 -0.06 -0.31  0.90  0.47  0.21 -0.27 -1.96

 
