Production PCchangeGNP
   8006   8.5
   6757  10.3
   5562   3.9
   7349   4.0
   6537  -1.3
   9204   5.6
   6919   2.1
   7220   1.7
   5121  -0.8
   6724   5.8
   7905   2.2
   6653   2.6
   8197   5.3
   9109   4.1
   9308   5.3
  11138   5.8
  10396   5.8
   9024   2.9
  10820   4.1
  10206   2.4
   8284  -0.3
  10672   2.8
  11311   5.0
  12682   5.2
  10072  -0.5
   8987  -1.3
  11497   4.9
  12703   4.7
  12900   5.3
  11480   2.5
   8010  -0.2
   7943   1.9
   6985  -2.5
   9205   3.6
  10924   6.8
  11651   3.4
  11335   2.8
  10910   3.4
