 350 339 351 364 369 331 331 340 346 341 357 398
 381 367 383 375 353 361 375 371 373 366 382 429
 406 403 429 425 427 409 402 409 419 404 429 463
 428 449 444 467 474 463 432 453 462 456 474 514
 489 475 492 525 527 533 527 522 526 513 564 599
 572 587 599 601 611 620 579 582 592 581 630 663
 638 631 645 682 601 595 521 521 516 496 538 575
 537 534 542 538 547 540 526 548 555 545 594 643
 625 616 640 625 637 634 621 641 654 649 662 699
 672 704 700 711 715 718 652 664 695 704 733 772
 716 712 732 755 761 748 748 750 744 731 782 810
 777 816 840 868 872 811 810 762 634 626 649 697
 657 549 162 177 175 162 161 165 170 172 178 186
 178 178 189 205 202 185 193 200 196 204 206 227
 225 217 219 236 253 213 205 210 216 218 235 241

 
