   -.109   .000   .178   .339   .373   .441   .461   .348   .127  -.180
   -.588 -1.055 -1.421 -1.520 -1.302  -.814  -.475  -.193   .088   .435
    .771   .866   .875   .891   .987  1.263  1.775  1.976  1.934  1.866
   1.832  1.767  1.608  1.265   .790   .360   .115   .088   .331   .645
    .960  1.409  2.670  2.834  2.812  2.483  1.929  1.485  1.214  1.239
   1.608  1.905  2.023  1.815   .535   .122   .009   .164   .671  1.019
   1.146  1.155  1.112  1.121  1.223  1.257  1.157   .913   .620   .255
   -.280 -1.080 -1.551 -1.799 -1.825 -1.456  -.944  -.570  -.431  -.577
   -.960 -1.616 -1.875 -1.891 -1.746 -1.474 -1.201  -.927  -.524   .040
    .788   .943   .930  1.006  1.137  1.198  1.054   .595  -.080  -.314
   -.288  -.153  -.109  -.187  -.255  -.229  -.007   .254   .330   .102
   -.423 -1.139 -2.275 -2.594 -2.716 -2.510 -1.790 -1.346 -1.081  -.910
   -.876  -.885  -.800  -.544  -.416  -.271   .000   .403   .841  1.285
   1.607  1.746  1.683  1.485   .993   .648   .577   .577   .632   .747
    .900   .993   .968   .790   .399  -.161  -.553  -.603  -.424  -.194
   -.049   .060   .161   .301   .517   .566   .560   .573   .592   .671
    .933  1.337  1.460  1.353   .772   .218  -.237  -.714 -1.099 -1.269
  -1.175  -.676   .033   .556   .643   .484   .109  -.310  -.697 -1.047
  -1.218 -1.183  -.873  -.336   .063   .084   .000   .001   .209   .556
    .782   .858   .918   .862   .416  -.336  -.959 -1.813 -2.378 -2.499
  -2.473 -2.330 -2.053 -1.739 -1.261  -.569  -.137  -.024  -.050  -.135
   -.276  -.534  -.871 -1.243 -1.439 -1.422 -1.175  -.813  -.634  -.582
   -.625  -.713  -.848 -1.039 -1.346 -1.628 -1.619 -1.149  -.488  -.160
   -.007  -.092  -.620 -1.086 -1.525 -1.858 -2.029 -2.024 -1.961 -1.952
  -1.794 -1.302 -1.030  -.918  -.798  -.867 -1.047 -1.123  -.876  -.395
    .185   .662   .709   .605   .501   .603   .943  1.223  1.249   .824
    .102   .025   .382   .922  1.032   .866   .527   .093  -.458  -.748
   -.947 -1.029  -.928  -.645  -.424  -.276  -.158  -.033   .102   .251
    .280   .000  -.493  -.759  -.824  -.740  -.528  -.204   .034   .204
    .253   .195   .131   .017  -.182  -.262
(1X,10F7.1)
    53.8   53.6   53.5   53.5   53.4   53.1   52.7   52.4   52.2   52.0
    52.0   52.4   53.0   54.0   54.9   56.0   56.8   56.8   56.4   55.7
    55.0   54.3   53.2   52.3   51.6   51.2   50.8   50.5   50.0   49.2
    48.4   47.9   47.6   47.5   47.5   47.6   48.1   49.0   50.0   51.1
    51.8   51.9   51.7   51.2   50.0   48.3   47.0   45.8   45.6   46.0
    46.9   47.8   48.2   48.3   47.9   47.2   47.2   48.1   49.4   50.6
    51.5   51.6   51.2   50.5   50.1   49.8   49.6   49.4   49.3   49.2
    49.3   49.7   50.3   51.3   52.8   54.4   56.0   56.9   57.5   57.3
    56.6   56.0   55.4   55.4   56.4   57.2   58.0   58.4   58.4   58.1
    57.7   57.0   56.0   54.7   53.2   52.1   51.6   51.0   50.5   50.4
    51.0   51.8   52.4   53.0   53.4   53.6   53.7   53.8   53.8   53.8
    53.3   53.0   52.9   53.4   54.6   56.4   58.0   59.4   60.2   60.0
    59.4   58.4   57.6   56.9   56.4   56.0   55.7   55.3   55.0   54.4
    53.7   52.8   51.6   50.6   49.4   48.8   48.5   48.7   49.2   49.8
    50.4   50.7   50.9   50.7   50.5   50.4   50.2   50.4   51.2   52.3
    53.2   53.9   54.1   54.0   53.6   53.2   53.0   52.8   52.3   51.9
    51.6   51.6   51.4   51.2   50.7   50.0   49.4   49.3   49.7   50.6
    51.8   53.0   54.0   55.3   55.9   55.9   54.6   53.5   52.4   52.1
    52.3   53.0   53.8   54.6   55.4   55.9   55.9   55.2   54.4   53.7
    53.6   53.6   53.2   52.5   52.0   51.4   51.0   50.9   52.4   53.5
    55.6   58.0   59.5   60.0   60.4   60.5   60.2   59.7   59.0   57.6
    56.4   55.2   54.5   54.1   54.1   54.4   55.5   56.2   57.0   57.3
    57.4   57.0   56.4   55.9   55.5   55.3   55.2   55.4   56.0   56.5
    57.1   57.3   56.8   55.6   55.0   54.1   54.3   55.3   56.4   57.2
    57.8   58.3   58.6   58.8   58.8   58.6   58.0   57.4   57.0   56.4
    56.3   56.4   56.4   56.0   55.2   54.0   53.0   52.0   51.6   51.6
    51.1   50.4   50.0   50.0   52.0   54.0   55.1   54.5   52.8   51.4
    50.8   51.2   52.0   52.8   53.8   54.5   54.9   54.9   54.8   54.4
    53.7   53.3   52.8   52.6   52.6   53.0   54.3   56.0   57.0   58.0
    58.6   58.5   58.3   57.8   57.3   57.0

