 -0.26  1.32  2.56  2.08  1.81  1.40  1.17  1.33  0.14  0.45
  0.17  0.43 -2.42 -0.68 -1.52 -2.38 -2.48 -2.16 -3.42 -1.31
 -1.66 -2.30 -1.52  0.06 -1.18 -0.84  0.82  1.22  2.65  4.55
  5.99  4.84  6.04  6.23  5.75  5.74  3.71  1.78 -0.24 -0.76
  1.67  3.09  4.97  3.67  3.08  2.84  2.49  3.32  3.41  2.55
  2.33  1.34  1.03  1.10  1.61  1.18  0.67 -0.21 -0.37 -0.78
 -1.32 -1.37 -2.21 -1.43  0.49  0.44 -0.22 -1.72 -1.96 -2.77
 -3.27 -4.19 -3.03 -2.55 -2.53 -1.57 -3.01 -2.17 -1.96 -3.81
 -3.70 -2.47 -4.30 -3.40 -1.75 -1.53 -1.74 -1.39 -0.51 -0.69
  1.50  1.98  2.22  1.98  3.05  2.92  1.99  1.78  0.46  0.54

