  2840  2730  2780  2730  3020  3440  3830  3830
  4540  7020  5910  4170  3760  3510  3440  3380
  3140  3140  3140  3080  3020  2960  2960  2900
  2840  2730  2730  2900  2840  2780  2730  2780
  2520  2780  2730  2730  2730  2730  2570  2570
  2570  2620  2520  2570  2570  2570  2670  2670
  2570  2570  2620  2620  2570  2570  2460  2570
  2570  2570  2520  2520  2520  2460  2520  2460
  2460  2520  2570  2460  2460  2670  2670  2620
  2620  2670  2730  2730  2840  2960  2900  2960
  3080  2960  2730  2730  2620  2520  2570  2520
  2360  2460  2460  2410  2410  2410  2410  2410
  2410  2410  2410  2520  2460  2620  2780  3200
  3830  3640  3570  4470  5830  6780  6430  6430
  6000  6090  5570  4930  4170  3510  3320  3260
  3080  3020  2960  2960  2960  2960  3200  3020
  2960  2730  2840  2780  2620  2730  2780  4020
  6090  5660  4620  4540  4770  5170  5330  5090
  5170  5910  5570  5330  5170  5090  3890  3760
  3760  3830  4240  4770  4700  4850  4930  4770
  4170  3890  3700  3510  3440  3640  4930  6550
  8720 10900 11300  9800 10900 12700 12500 11500
 11500  9160  8720  8580  7130  7020  6340  6170
  6170  6090  6090  6340  6260  6660  7600  9000
 11600 11100 13200 12300 11300  9800  8720  7880
  6900  6340  6170  6260  6260  6430  7600  8440
  8440  8440  6660  5490  5250  5250  5570  5570
  5910  6430  4770  4400  4170  4170  4320  4170
  4770  5250  5490  5740  5490  4540  4170  4020
  4020  3890  3960  4620  6430  6780  6340  6170
  6550  5740  5570  5330  4930  4700  4320  4240
  4100  3960  3960  3640  3570  3760  4400  5570
  7020  6340  5330  5090  5250  5170  4770  4170
  3830  3700  4020  4930  4470  3830  3510  3510
  3510  5090  6090  6000  4240  4400  4320  4240
  3510  3380  3380  3380  3320  3260  3080  3020
  2900  2900  2900  3020  3140  3020  3260  3260
  3320  3020  2900  2840  3080  3510  4170  6090
  4020  3570  3380  3020  2960  3140  3510  3510
  3200  3140  3020  2780  2900  2900  2730  2620
  2730  2840  2840  2840  2840  2840  2840  2780
  2780  2840  2900  2900  2900  2840  2960  3570
  2960  2840  2900  2780  2780  2780  2840  2780
  2780  2780  2730  2730  2780  2840  2780  2780
  2780  2780  3200  2780  2780  2780  2840  2900
  2840  2840  2780  2840  2840

 
