 0.92 0.95 0.99 1.07 1.13 1.16 1.15 1.08 0.97 0.89
 0.85 0.76 0.65 0.59 0.59 0.58 0.58 0.60 0.60 0.55
 0.54 0.60 0.62 0.54 0.50 0.58 0.65 0.65 0.69 0.74
 0.76 0.72 0.69 0.71 0.81 0.96 1.09 1.10 1.05 1.04
 1.05 1.03 1.00 0.92 0.81 0.73 0.60 0.48 0.45 0.44
 0.37 0.30 0.27 0.30 0.33 0.33 0.34 0.36 0.38 0.41
 0.46 0.50 0.50 0.47 0.44 0.47 0.52 0.52 0.50 0.50
 0.49 0.48 0.47 0.46 0.43 0.42 0.46 0.52 0.58 0.61
 0.66 0.72 0.72 0.68 0.70 0.77 0.75 0.64 0.56 0.50
 0.40 0.28 0.24 0.26 0.21 0.16 0.18 0.19 0.18 0.19

 
