 76850 76850 76850 76852 77140 77350 77350 77350 77550 77350 77350 77350
 76350 75350 74050 72560 72335 71000 71001 71001 70750 69750 69750 68750
 68500 68380 68542 68750 68000 67000 67150 67420 67990 68730 70410 72700
 74500 75500 75500 76000 75000 75200 75070 75915 76215 77455 78595 79000
 79640 79500 79675 79811 82020 81650 82620 84650 86000 85700 85705 85200
 85378 85200 82440 82200 79000 79000 78000 76000 76000 75003 75000 74500
 73700 73500 72400 72200 71250 71000 71000 70500 69500 69500 69800 69890
 70300 71200 71695 72500 73500 73500 73008 73002 72504 72504 72510 72750
 73001 71501 71180 73000 72000 72015 70000 70000

 
