 -0.88 -0.16 -1.87 -1.12  1.38  2.13  2.76  0.56 -0.69 -1.79
 -3.82 -2.38  1.00  0.70 -0.15  0.98  0.11 -0.35 -0.73  0.89
 -1.63 -0.44 -1.37 -1.71 -1.22 -2.00 -0.22  0.38  1.31  0.71
  0.32  0.48 -1.88 -0.94 -1.54 -0.13  1.02  0.02 -0.77  0.11
 -0.60 -0.52 -0.09  1.23  1.46  0.61  0.42  2.16  3.18  2.10
  0.37 -0.24  0.57 -0.53  2.44  1.02 -0.53 -2.49 -2.12 -1.04
 -0.12 -1.88 -1.50  1.54  3.33  3.08  1.71  0.79  1.55  0.89
 -0.89 -1.18  0.89  1.71  3.05  0.15 -1.04  0.12  0.08  0.11
 -2.62 -1.28  1.07  3.20  1.92  0.53 -1.08  0.49 -0.58  0.17
  1.15 -0.97 -1.63  1.14 -0.67 -0.88 -0.07  0.24  0.55 -2.16

