Date sent:        Wed, 21 Jun 1995 15:55:45 +1000
From:             DRTAMPUB@vaxc.cc.monash.edu.au
Subject:         
To:               Robin.Hyndman@sci.monash.edu.au

Return-path: <Greg.Houseman@sci.monash.edu.au>
Received: from monu1.cc.monash.edu.au ("port 3646"@monu1.cc.monash.edu.au)
 by vaxc.cc.monash.edu.au (PMDF V4.3-12 #8933)
 id <01HNFDKPHRGG9FM7YG@vaxc.cc.monash.edu.au>; Fri, 24 Feb 1995 11:58:29 +1100
Received: from [130.194.168.3] by monu1.cc.monash.edu.au (5.61/1.34)
 id AA26780; Fri, 24 Feb 95 11:57:46 +1100
Received: from pegasus.monash.edu.au by earth.monash.edu.au (4.1/SMI-4.1)
 id AA12819; Fri, 24 Feb 95 11:57:32 EST
Date: Fri, 24 Feb 1995 11:57:32 -0500 (EST)
From: Greg.Houseman@sci.monash.edu.au (Greg Houseman  lecturer)
To: drtampub@vaxc.cc.monash.edu.au
Message-id: <9502240057.AA12819@earth.monash.edu.au>
Content-transfer-encoding: 7BIT

   1.000000      -128508.0       146206.0      -12345.00      -12345.00
  0.1250000       2255.125      -12345.00      -12345.00       2.000000
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
  -12345.00      -20.08830       146.2544       357.0000      -12345.00
   34.70000       135.0000      -12345.00       33000.00      -12345.00
   6.800000      -12345.00      -12345.00      -12345.00      -12345.00
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
   6179.382       167.1433       348.7519       55.52611      -12345.00
  -12345.00      -19919.23             0.             0.      -12345.00
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
  -12345.00      -12345.00      -12345.00      -12345.00      -12345.00
      1995        16        20        54        28
         0         6         0         0      2256
    -12345    -12345    -12345    -12345    -12345
         1         5         9    -12345    -12345
    -12345    -12345        40    -12345    -12345
    -12345    -12345    -12345    -12345    -12345
    -12345    -12345    -12345    -12345    -12345
         1         1         1         1         0
CTAO    H95 162054ZLP
-12345  -12345  -12345
-12345  -12345  -12345
-12345  -12345  -12345
-12345  -12345  -12345
-12345  -12345  -12345
-12345  -12345  LHZ
-12345  -12345  -12345

  -21577.00      -21555.00      -20784.00      -20598.00      -20435.00
  -20004.00      -19497.00      -18185.00      -17508.00      -18300.00
  -18866.00      -18626.00      -17631.00      -17553.00      -19469.00
  -20382.00      -19930.00      -20074.00      -20592.00      -21236.00
  -21103.00      -20662.00      -21207.00      -20821.00      -19522.00
  -19235.00      -19056.00      -18669.00      -18683.00      -18767.00
  -18778.00      -18389.00      -18065.00      -18864.00      -20111.00
  -20473.00      -20041.00      -19736.00      -20108.00      -20728.00
  -21052.00      -21117.00      -20173.00      -18942.00      -18822.00
  -18958.00      -19603.00      -20114.00      -19236.00      -18627.00
  -18535.00      -18492.00      -19182.00      -20066.00      -20337.00
  -19982.00      -19391.00      -19319.00      -20343.00      -21117.00
  -20460.00      -19749.00      -19502.00      -19592.00      -19871.00
  -19353.00      -18870.00      -18909.00      -18873.00      -18950.00
  -18929.00      -19220.00      -19633.00      -19651.00      -20101.00
  -20261.00      -19997.00      -20286.00      -20000.00      -19460.00
  -19938.00      -20332.00      -19667.00      -18629.00      -18684.00
  -19679.00      -19957.00      -19288.00      -18670.00      -18590.00
  -18889.00      -19597.00      -20359.00      -20562.00      -20201.00
  -19664.00      -19805.00      -20327.00      -20046.00      -19841.00
  -20290.00      -19956.00      -19295.00      -19192.00      -18890.00
  -19008.00      -19700.00      -19124.00      -18308.00      -19160.00
  -19320.00      -20007.00      -20635.00      -19667.00      -21131.00
  -19681.00      -20539.00      -20489.00      -12325.00      -10307.00
  -1398.000      -5199.000      -23805.00      -15945.00      -22322.00
  -46606.00      -49900.00      -23752.00       2937.000      -27647.00
  -48280.00      -21741.00      -13565.00      -6834.000      -1296.000
  -24802.00      -36112.00      -21807.00      -15874.00      -7485.000
  -4895.000      -18204.00      -18668.00      -28710.00      -35945.00
  -19128.00      -12678.00      -14514.00      -17497.00      -18631.00
  -21063.00      -28877.00      -23043.00      -18693.00      -19456.00
  -15197.00      -16855.00      -15074.00      -15423.00      -19963.00
  -19665.00      -20922.00      -20420.00      -21840.00      -22277.00
  -17928.00      -19017.00      -21160.00      -20775.00      -20281.00
  -20687.00      -24538.00      -27511.00      -19282.00      -7726.000
  -11239.00      -16161.00      -20573.00      -29151.00      -21956.00
  -14457.00      -15211.00      -17379.00      -23331.00      -20878.00
  -25290.00      -35022.00      -25793.00      -14410.00      -12332.00
  -14451.00      -19060.00      -18882.00      -18559.00      -22880.00
  -20353.00      -16286.00      -18888.00      -19931.00      -20148.00
  -17523.00      -15466.00      -18962.00      -21768.00      -25154.00
  -22903.00      -19712.00      -20123.00      -16047.00      -12934.00
  -10420.00      -18607.00      -29906.00      -24763.00      -22686.00
  -24326.00      -19233.00      -16106.00      -17202.00      -18088.00
  -17935.00      -18206.00      -16774.00      -21410.00      -24827.00
  -18995.00      -20632.00      -18767.00      -9058.000      -11231.00
  -20054.00      -28124.00      -28927.00      -21182.00      -16230.00
  -16975.00      -25015.00      -27156.00      -21085.00      -23753.00
  -23215.00      -18404.00      -21399.00      -17745.00      -7215.000
  -8122.000      -15243.00      -18206.00      -21930.00      -21383.00
  -13943.00      -15439.00      -27159.00      -30382.00      -23510.00
  -20456.00      -18615.00      -14867.00      -17698.00      -22478.00
  -23051.00      -19529.00      -16307.00      -21184.00      -23742.00
  -23984.00      -20886.00      -11815.00      -17812.00      -20288.00
  -14861.00      -21695.00      -21287.00      -19756.00      -24033.00
  -22940.00      -23375.00      -21503.00      -16500.00      -15523.00
  -15825.00      -17774.00      -18976.00      -15800.00      -17218.00
  -22366.00      -22632.00      -22905.00      -23247.00      -19004.00
  -18065.00      -21308.00      -19360.00      -15778.00      -17578.00
  -23091.00      -26599.00      -26371.00      -23336.00      -17538.00
  -15523.00      -14905.00      -13109.00      -17539.00      -17059.00
  -13011.00      -18838.00      -22823.00      -23161.00      -24338.00
  -25933.00      -26960.00      -21389.00      -19277.00      -19593.00
  -13429.00      -13207.00      -19730.00      -21774.00      -18464.00
  -14378.00      -15979.00      -22422.00      -24823.00      -24835.00
  -24339.00      -22314.00      -22932.00      -21238.00      -16905.00
  -14983.00      -13298.00      -12214.00      -16375.00      -24596.00
  -23750.00      -17124.00      -18705.00      -21729.00      -22814.00
  -26096.00      -24738.00      -16890.00      -13678.00      -16497.00
  -17296.00      -17476.00      -16171.00      -15061.00      -18399.00
  -21385.00      -25756.00      -26290.00      -20764.00      -19400.00
  -18879.00      -19377.00      -21609.00      -22171.00      -24685.00
  -24388.00      -18730.00      -14075.00      -15877.00      -22868.00
  -22218.00      -14466.00      -14367.00      -18436.00      -17977.00
  -16714.00      -14858.00      -12536.00      -18119.00      -27887.00
  -30773.00      -28443.00      -23377.00      -19112.00      -18527.00
  -18482.00      -20361.00      -21354.00      -19093.00      -17546.00
  -15516.00      -15641.00      -21834.00      -24979.00      -19643.00
  -14656.00      -13894.00      -14892.00      -16562.00      -16803.00
  -17585.00      -19418.00      -20334.00      -24182.00      -30470.00
  -32284.00      -27055.00      -18972.00      -14641.00      -15871.00
  -18596.00      -19185.00      -19392.00      -20106.00      -17774.00
  -15296.00      -17353.00      -20051.00      -20372.00      -18626.00
  -14654.00      -13872.00      -17974.00      -22568.00      -27592.00
  -26693.00      -19907.00      -17874.00      -17190.00      -15387.00
  -18286.00      -21851.00      -20839.00      -20912.00      -23113.00
  -21989.00      -21634.00      -24365.00      -24887.00      -20753.00
  -16237.00      -15760.00      -15573.00      -14828.00      -15770.00
  -17207.00      -18228.00      -19604.00      -23659.00      -26332.00
  -25121.00      -22159.00      -17255.00      -16325.00      -16217.00
  -10840.00      -12549.00      -21091.00      -24996.00      -26144.00
  -24165.00      -20625.00      -19360.00      -18207.00      -18801.00
  -19280.00      -19748.00      -22443.00      -21515.00      -17425.00
  -15010.00      -14657.00      -15530.00      -17467.00      -18309.00
  -16719.00      -19487.00      -24436.00      -23468.00      -22933.00
  -23792.00      -20874.00      -19342.00      -21295.00      -22971.00
  -22053.00      -19607.00      -18905.00      -18218.00      -16853.00
  -18862.00      -20689.00      -19985.00      -20846.00      -19347.00
  -15894.00      -15723.00      -16787.00      -19496.00      -22032.00
  -22979.00      -24885.00      -23836.00      -20821.00      -18402.00
  -15896.00      -19395.00      -23860.00      -20969.00      -17834.00
  -17691.00      -19211.00      -21633.00      -21479.00      -19387.00
  -17671.00      -17591.00      -18994.00      -20069.00      -20737.00
  -20368.00      -18221.00      -16204.00      -16539.00      -19388.00
  -21631.00      -20406.00      -17809.00      -19926.00      -25716.00
  -26115.00      -23275.00      -21377.00      -17613.00      -16581.00
  -18900.00      -19981.00      -20707.00      -20238.00      -18373.00
  -19110.00      -21117.00      -19180.00      -17177.00      -17878.00
  -18644.00      -20294.00      -19189.00      -18061.00      -22078.00
  -24244.00      -24793.00      -25936.00      -23365.00      -18984.00
