 -2.07 -1.15  0.69 -0.46 -1.49 -0.70 -1.07 -0.69 -0.68  1.27
 -1.05 -0.05 -0.84 -0.62 -0.49 -1.29 -0.49 -1.06 -0.38 -0.52
 -0.13  1.30 -1.51 -0.43 -1.33 -0.78  0.31 -0.95 -0.90 -0.30
 -1.02 -0.53  0.15  1.40  1.22  0.59  0.70  1.70  2.78  1.98
  1.39  1.85  2.60  0.51  2.77  1.16  1.07 -0.48 -0.52  0.37
  0.00 -1.99 -1.75  0.70  0.73  1.16  0.06 -0.02  1.10 -0.35
 -1.67 -1.57  1.16  1.84  3.35  0.40  0.45  1.30  0.93  1.17
 -1.74 -1.28 -0.07  1.50  0.53  0.20 -0.42  1.18  0.82  1.50
  2.92  1.18  1.23  3.16  0.79  0.68  1.14  1.02  1.02 -0.71
 -0.17 -1.50 -0.26 -0.38  0.93 -0.33 -1.12 -2.95 -2.09 -1.11

 
