  0.32  0.35 -2.03 -4.16 -3.55 -1.04  2.60  0.67 -0.25 -0.90
 -4.69 -3.50  1.62  0.81 -0.95 -2.24 -4.50 -4.55 -3.85  0.78
 -0.02 -0.72 -1.84 -1.78 -2.77 -3.65 -3.38 -3.04 -3.03 -2.64
 -1.01  2.88 -1.18 -1.91 -3.75 -3.61 -3.08 -4.18 -4.75 -2.62
 -2.15 -1.61 -1.28  1.14  2.89  4.68  4.94  6.41 10.54  9.06
  8.00  7.91  8.81  2.36  5.92  2.94  2.05 -1.52 -4.87 -2.96
 -2.26 -4.23 -5.26 -0.96  0.37  3.58  1.63  1.05  3.77  1.60
 -3.67 -6.24 -1.82  2.11  7.51  4.88  3.01  6.05  5.67  7.23
  2.32  1.27  1.26  4.86  4.75  3.55  1.50  3.37  5.69  7.52
 10.32  8.41  7.55 10.38  9.14  6.93  6.54  4.13  3.49  0.40

