 56.27 59.90 66.85 59.78 57.99 66.82 49.92 21.52 55.58 58.69 54.61 57.11
 63.47 63.93 71.22 62.16 62.10 67.60 50.13 22.03 56.07 60.25 62.64 60.55
 64.68 65.84 71.29 68.77 72.39 70.72 62.90 23.75 61.33 73.04 73.49 65.18
 67.62 74.82 81.07 72.94 70.11 79.01 59.46 23.07 61.72 69.14 70.11 70.58
 74.76 77.34 81.38 76.67 72.89 74.92 68.10 24.14 68.02 70.83 69.42 77.21
 79.53 78.84 89.00 79.74 75.10 82.13 69.16 29.07 72.71 86.84 81.24 79.96
 84.30 84.70 94.20 80.43 84.03 87.15 65.63 37.05 74.20 84.72 73.17 89.85
 77.81 85.61 93.88 81.30 78.34 82.81 65.73 31.00 78.00 86.00 78.00 80.80
 89.52 85.61 89.33 87.50 83.51 93.46 83.25 30.00 79.14 90.00 78.17 88.00
 87.50 99.30 97.68 96.87 87.17 100.69 83.20 34.56 84.95 91.39 86.87 99.37
 
