    0.46379 1.66570  ?? From Brockwell and Davis
    0.46165 0.22255
    -0.1021 0.26458
    -0.3066 -0.7822
    -0.3845 0.07124
    0.16726 -0.5457
    0.16698 0.38654
    -0.3334 0.03803
    0.56613 -0.7270
    -0.8444 -0.8855
    -0.3870 -1.8207
    0.51813 0.52634
    0.38659 0.33763
    1.51476 0.01463
    -0.5311 0.39984
    0.10170 -0.4808
    -1.7272 -0.1952
    -0.4393 -0.9046
    -0.3894 0.07894
    -0.1303 -0.0246
    0.44363 0.11342
    0.36373 -0.7980
    0.38829 0.01986
    -0.5930 0.81421
    -0.3112 -0.0935
    0.10408 0.10844
    -1.1957 -1.6199
    -0.3683 -0.9109
    -0.2904 -0.1767
    0.55614 -0.4452
    0.63207 1.04193
    1.46558 0.78470
    -0.0515 -0.0499
    0.38709 -0.1847
    0.51413 0.35519
    0.35805 0.40877
    -0.1529 -0.5361
    0.45941 0.49915
    -0.6351 0.14403
    -0.5113 0.90760
