 4.75 4.75 4.74 4.75 4.75 4.77 4.78 4.76 4.81 4.81
 4.84 4.88 4.94 4.96 4.99 5.05 5.11 5.11 5.10 5.10
 5.05 5.00 5.01 5.00 5.00 5.01 5.04 5.09 5.09 5.06
 5.06 5.04 5.01 4.99 4.97 4.99 5.00 5.01 4.97 4.88
 4.81 4.81 4.79 4.79 4.85 4.88 4.90 5.00 5.11 5.15
 5.24 5.20 5.20 5.20 5.20 5.21 5.20 5.15 5.15 5.14
 5.10 5.11 5.10 5.10 5.09 5.11 5.08 5.10 5.10 5.15
 5.15 5.15 5.10 5.15 5.10 5.10 5.10 5.11 5.11 5.10
 5.11 5.11 5.08 5.05 5.01 4.90 4.90 4.95 4.94 4.90
 4.96 4.97 4.99 5.08 5.16 5.21 5.19 5.19 5.20 5.16
 
