 101.6 101.5  84.3  51.0  38.5  33.7  32.2  33.1  48.1  63.2
  71.5  94.1 109.4 113.9  92.9  61.8  46.0  47.9  44.9  45.5
  61.1  69.5  86.1  99.2 123.5 127.4 106.2  73.2  51.2  55.9
  53.3  53.2  66.8  86.6  93.7 111.7 140.4 134.4 116.9  77.8
  53.4  58.3  58.7  56.1  73.4  88.0 105.5 132.6 157.8 144.2
 121.6  82.6  60.3  65.3  64.8  61.5  84.8  91.5 112.7 129.9
 157.7 153.5 133.8  92.5  62.5  61.5  60.6  59.6  74.2  88.0
 103.1 128.4 154.9 147.1 123.4  85.1  66.4  65.4  64.2  55.0
  74.5  92.6 110.5 122.5 146.8 149.5 127.5  96.5  74.1  72.2
  70.6  66.8  81.0  95.7 114.5 124.0 149.1 149.0 131.8 100.9
  77.6  76.8  63.6  68.1  86.2  99.3 111.6 124.5 149.6 143.3
 131.3 100.4  70.9  76.4  76.8  68.8  90.5 102.6 128.3

 
