37123  224347
34712  179075
29619  175472
21151  194682
24859  292530
25152  494952
42375  512291
50839  345626
61581  258806
61951  302267
76231  313502
63264  254246
44730  177291
31094  206020
49452  335385
43961  357060
61727  509769
60334  418370
51404  320824
58451  412164
73575  618081
74343  414173
27708  232251
31985  443999
39266  703789
44740  767896
60429  671982
72273  523802
79214  583319
79060  437121
84244  486030
62590  499727
35072  478078
36160  829034
45600 1029296
47508 1069183
52290 1083067
110824  817003
76503  347050
64303  380132
83023  344878
40748  223614
35396  322160
29479  574742
42264  806103
58171  934646
50815  648687
51285  674811
70229  813159
76365  551716
70407  568934
41839  701487
45978  767741
47813  928199
57620 1650214
66549 1488287
54673  924439
55996 1056253
60053  695070
39169  407472
21534  172418
17857  302195
21788  749142
33008  963597

