  465  465  465  448  516  552  534  534  482  465  448  431  431  431  414  382
  398  398  431  571  650  630  571  571  516  465  414  398  448  448  431  465
  431  398  398  398  398  398  398  382  367  367  398  398  382  382  382  414
  590  448  398  398  382  367  367  367  465  398  431  431  367  431  610  730
  750  750  814 1080 1610 1480 1250  990  814  690  610  534  516  499  499  499
  499  552  630  730  690  590  571  571  858 3150 3370 1840 1130 1610 3290 4530
 5400 2570 1800 1590 1560 1450 1590 3590 3750 2940 2750 3010 2750 3080 2940 2200
 2010 3590 3670 3290 2200 1800 1590 1520 1480 1300 1270 1250 1100  968  880  792
  730  690  730 1030 1100 1130 1190 1250 1360 1220 1080  990  946  880  750  710
  771  710  610  534  534  534  552  552  630  670  650  590  571  590  571  552
  730  750  710  730  670  690  730  750 1080 1160  858  792  710  670  650  610
  590  590  571  552  552  552  590  590  571  552  552  534  534  552  650  650
  571  534  516  499  482  482  499  482  482  482  482  482  465  448  448  431
  431  414  414  431  448  431  431  431  499  571  630  610  610  590  571  552
  552  552  552  552  534  534  552  552  552  534  534  552  534  552  552  534
  534  534  534  571  590  630  690  750  650  610  610  590  610  610  590  650
  650  610  590  590  571  590  590  571  499  465  516  534  534  465  499  571
  534  534  534  534  499  534  534  534  534  552  534  552  571  650  771  690
  650  670  610  590  610  590  571  792  771  710  792  534  516  814 1010  792
  730  690  690  690  858  730  690  730  630  516  610  552  499  534  534  534
  516  571  552  552  516  482  552  610  590  571  552  516  499  448  482  516
  516  516  516  516  482  465  382  414  465  465  431  431  516  516  516  516
  516  499  465  516  516  516  516  516  516  516  516  534  534

 
