Room_nights Takings
276986  7673
260633  7472
291551  8339
275383  7805
275302  7889
231693  6619
238829  6969
274215  8186
277808  8220
299060  9074
286629  8954
232313  7138
294053  8906
267510  8490
309739  9781
280733  8789
287298  9162
235672  7430
256449  8293
288997  9653
290789  9674
321898  10841
291834  9845
241380  7935
295469  9849
258200  8977
306102  10523
281480  9536
283101  9685
237414  8067
274834  10135
299340  11074
300383  11150
340862  12616
318794  12156
265740  9903
322656  11833
281563  11135
323461  12585
312579  11882
310784  11856
262785  9966
273754  10803
320036  12875
310336  12517
342206  13770
320052  13065
265582  10549
326988  12906
300713  12928
346414  14394
317325  12723
326208  13301
270657  10953
278158  11911
324584  14068
321801  14382
343542  14932
354040  15727
278179  11998
330246  14274
307344  14247
375874  17441
335309  15114
339271  15318
280264  12638
293689  13959
341161  16649
345097  16734
368712  17602
369403  18296
288384  13566
340981  15787
319072  16139
374214  18600
344529  17269
337271  17015
281016  13907
282224  15238
320984  17763
325426  18020
366276  19422
380296  21788
300727  16194
359326  19189
327610  19494
383563  22044
352405  19951
329351  19164
294486  16854
333454  19952
334339  20352
358000  21811
396057  24951
386976  25847
307155  19385
363909  22601
344700  24076
397561  26910
376791  24931
337085  23303
299252  20330
323136  22333
329091  23706
346991  24298
461999  31691
436533  32155
360372  25392
415467  28601
382110  28738
432197  30935
424254  31401
386728  29105
354508  26275
375765  28943
367986  28915
402378  31002
426516  33422
433313  35938
338461  25771
416834  31212
381099  31713
445673  36241
412408  31960
393997  32139
348241  28084
380134  31089
373688  31883
393588  31978
434192  36576
430731  38079
344468  28077
411891  32929
370497  30708
437305  35408
411270  33680
385495  31563
341273  27887
384217  32217
373223  32279
415771  35253
448634  37200
454341  39617
350297  28386
419104  33942
398027  33743
456059  38261
430052  34635
399757  32745
362731  29523
384896  32016
385349  33235
432289  36716
468891  38595
442702  38144
370178  29759
439400  35566
393900  33206
468700  38860
438800  34834
430100  37184
366300  29739
391000  32217
380900  32086
431400  36327
465400  38384
471500  40786
387500  31331
446400  36228
421500  35103
504800  44123
492071  39317
421253  34095
396682  32434
428000  36323
421900  36831
465600  40515
525793  46002
499855  43871
435287  37198
479499  40722
473027  41991
554410  49186
489574  42303
462157  40750
420331  37582
