  0.79  1.12 -1.10 -2.39 -1.75 -0.82 -0.36  1.27  1.75  2.44
  0.36 -2.10 -1.93 -1.30 -1.75 -0.34  0.74  0.49  0.70  0.71
  0.09  0.59  1.54  0.14  0.55 -1.40 -2.55 -1.66 -0.43  0.58
  2.18 -0.24  0.58 -0.18 -1.55 -0.64 -1.09  0.90 -0.66 -0.35
  0.48  0.50  0.05 -0.68  0.24  0.58 -1.26 -0.25  0.25  2.18
  2.96  1.56 -0.36 -0.59 -0.12  3.03  2.11  0.78  0.89 -1.45
 -0.36 -0.37 -1.39 -4.19 -0.73 -0.98  0.36  0.06 -1.94 -0.08
  0.17  1.00 -0.05  0.43  0.15  2.69  0.57  0.29  1.10  0.48
 -1.06 -2.28 -2.03 -0.75  1.00  1.71  0.58  1.97  0.99  1.94
  2.18  3.14  0.60  0.51  1.35  0.56  0.11  0.00  2.34  1.88

