
18.299 38.808     Operation of Papermaking machine
18.218 38.832     Stock Flow (gal/min) and basis weight (lb/3300 sqft)
18.324 38.832     From Pandit and Wu pp500-501
18.336 38.834     
18.258 38.914
18.255 38.962
18.276 38.962
18.302 38.927
18.291 38.971
18.291 38.909
18.250 38.864
18.284 39.051
18.259 39.083
18.376 39.036
18.255 39.176
18.328 39.133
18.259 39.259
18.358 39.215
18.277 39.159
18.365 39.099
18.313 39.167
18.343 38.793
18.358 38.839
18.240 38.846
18.270 38.851
18.321 38.916
18.325 38.941
18.336 39.004
18.284 38.991
18.365 38.950
18.336 39.019
18.270 38.942
18.409 38.741
18.294 38.838
18.250 38.851
18.264 38.934
18.244 38.901
18.399 39.017
18.269 38.970
18.276 38.968
18.321 38.943
18.295 38.922
18.258 38.887
18.261 38.957
18.196 39.018
18.300 38.981
18.377 38.999
18.340 39.102
18.392 39.054
18.347 39.075
