Date Temp
1-Jan-72	0.9
2-Jan-72	1.6
3-Jan-72	0.1
4-Jan-72	0.6
5-Jan-72	2.0
6-Jan-72	0.8
7-Jan-72	1.4
8-Jan-72	1.3
9-Jan-72	2.2
10-Jan-72	0.1
11-Jan-72	3.0
12-Jan-72	-0.2
13-Jan-72	-2.6
14-Jan-72	-3.8
15-Jan-72	0.9
16-Jan-72	1.9
17-Jan-72	-0.4
18-Jan-72	-6.0
19-Jan-72	-5.0
20-Jan-72	-4.6
21-Jan-72	-5.3
22-Jan-72	-7.3
23-Jan-72	-8.5
24-Jan-72	-9.9
25-Jan-72	-13.1
26-Jan-72	-10.2
27-Jan-72	-8.7
28-Jan-72	0.4
29-Jan-72	1.9
30-Jan-72	0.8
31-Jan-72	-1.6
1-Feb-72	-0.9
2-Feb-72	0.5
3-Feb-72	-4.1
4-Feb-72	-2.8
5-Feb-72	-2.6
6-Feb-72	-3.3
7-Feb-72	-2.8
8-Feb-72	-7.6
9-Feb-72	-5.8
10-Feb-72	-6.4
11-Feb-72	-5.9
12-Feb-72	-5.3
13-Feb-72	-8.6
14-Feb-72	-12.6
15-Feb-72	-15.3
16-Feb-72	-7.4
17-Feb-72	0.5
18-Feb-72	1.1
19-Feb-72	-2.4
20-Feb-72	-0.7
21-Feb-72	-4.5
22-Feb-72	-0.6
23-Feb-72	0.3
24-Feb-72	0.2
25-Feb-72	0.7
26-Feb-72	0.8
27-Feb-72	2.3
28-Feb-72	0.1
29-Feb-72	1.1
1-Mar-72	-1.4
2-Mar-72	-0.6
3-Mar-72	0.3
4-Mar-72	-1.1
5-Mar-72	-3.6
6-Mar-72	-1.9
7-Mar-72	0.1
8-Mar-72	-0.4
9-Mar-72	-3.9
10-Mar-72	-1.2
11-Mar-72	-4.0
12-Mar-72	-4.8
13-Mar-72	-7.8
14-Mar-72	-3.1
15-Mar-72	-4.6
16-Mar-72	2.2
17-Mar-72	1.0
18-Mar-72	-1.6
19-Mar-72	-3.2
20-Mar-72	0.1
21-Mar-72	-5.2
22-Mar-72	-6.5
23-Mar-72	-5.3
24-Mar-72	0.0
25-Mar-72	-6.8
26-Mar-72	-6.9
27-Mar-72	-5.0
28-Mar-72	-9.4
29-Mar-72	-9.4
30-Mar-72	-10.4
31-Mar-72	-8.4
1-Apr-72	0.9
2-Apr-72	-7.0
3-Apr-72	-11.7
4-Apr-72	-9.0
5-Apr-72	-7.9
6-Apr-72	-8.4
7-Apr-72	-9.8
8-Apr-72	-13.4
9-Apr-72	-2.8
10-Apr-72	-1.2
11-Apr-72	-1.6
12-Apr-72	-0.2
13-Apr-72	-2.6
14-Apr-72	-3.6
15-Apr-72	-2.1
16-Apr-72	0.1
17-Apr-72	0.1
18-Apr-72	0.5
19-Apr-72	0.9
20-Apr-72	1.0
21-Apr-72	0.7
22-Apr-72	2.4
23-Apr-72	3.0
24-Apr-72	2.7
25-Apr-72	0.0
26-Apr-72	-0.2
27-Apr-72	-0.3
28-Apr-72	-3.2
29-Apr-72	-6.8
30-Apr-72	-6.8
1-May-72	-6.4
2-May-72	-3.1
3-May-72	-0.5
4-May-72	0.8
5-May-72	2.2
6-May-72	3.0
7-May-72	4.7
8-May-72	4.0
9-May-72	3.5
10-May-72	4.4
11-May-72	4.3
12-May-72	4.0
13-May-72	2.9
14-May-72	1.8
15-May-72	1.8
16-May-72	1.6
17-May-72	1.6
18-May-72	1.8
19-May-72	3.4
20-May-72	4.5
21-May-72	5.8
22-May-72	3.3
23-May-72	4.8
24-May-72	4.1
25-May-72	4.2
26-May-72	1.6
27-May-72	1.1
28-May-72	1.6
29-May-72	2.4
30-May-72	2.5
31-May-72	1.7
1-Jun-72	2.2
2-Jun-72	4.1
3-Jun-72	3.1
4-Jun-72	3.4
5-Jun-72	5.5
6-Jun-72	2.2
7-Jun-72	3.3
8-Jun-72	5.6
9-Jun-72	6.3
10-Jun-72	6.1
11-Jun-72	6.2
12-Jun-72	8.5
13-Jun-72	5.5
14-Jun-72	7.0
15-Jun-72	4.7
16-Jun-72	2.3
17-Jun-72	1.3
18-Jun-72	-0.2
19-Jun-72	1.3
20-Jun-72	2.9
21-Jun-72	4.5
22-Jun-72	5.9
23-Jun-72	4.4
24-Jun-72	2.2
25-Jun-72	4.4
26-Jun-72	4.4
27-Jun-72	3.4
28-Jun-72	5.2
29-Jun-72	6.2
30-Jun-72	6.5
1-Jul-72	7.0
2-Jul-72	6.1
3-Jul-72	1.9
4-Jul-72	3.5
5-Jul-72	6.9
6-Jul-72	6.2
7-Jul-72	6.4
8-Jul-72	6.5
9-Jul-72	6.7
10-Jul-72	6.7
11-Jul-72	7.6
12-Jul-72	6.1
13-Jul-72	5.1
14-Jul-72	3.6
15-Jul-72	4.8
16-Jul-72	7.5
17-Jul-72	6.1
18-Jul-72	6.8
19-Jul-72	6.7
20-Jul-72	7.9
21-Jul-72	7.0
22-Jul-72	5.8
23-Jul-72	6.0
24-Jul-72	6.1
25-Jul-72	7.5
26-Jul-72	7.8
27-Jul-72	9.1
28-Jul-72	7.1
29-Jul-72	6.4
30-Jul-72	6.8
31-Jul-72	7.4
1-Aug-72	6.7
2-Aug-72	3.7
3-Aug-72	4.7
4-Aug-72	3.4
5-Aug-72	1.4
6-Aug-72	2.6
7-Aug-72	2.5
8-Aug-72	3.2
9-Aug-72	5.8
10-Aug-72	7.2
11-Aug-72	6.2
12-Aug-72	8.9
13-Aug-72	7.2
14-Aug-72	5.5
15-Aug-72	4.4
16-Aug-72	4.9
17-Aug-72	4.7
18-Aug-72	4.4
19-Aug-72	3.5
20-Aug-72	4.2
21-Aug-72	5.0
22-Aug-72	5.2
23-Aug-72	5.5
24-Aug-72	3.6
25-Aug-72	3.4
26-Aug-72	6.5
27-Aug-72	6.4
28-Aug-72	8.8
29-Aug-72	6.1
30-Aug-72	4.3
31-Aug-72	4.5
1-Sep-72	6.9
2-Sep-72	4.8
3-Sep-72	5.8
4-Sep-72	6.0
5-Sep-72	2.6
6-Sep-72	-1.7
7-Sep-72	-0.8
8-Sep-72	-0.8
9-Sep-72	0.1
10-Sep-72	-0.1
11-Sep-72	2.0
12-Sep-72	2.6
13-Sep-72	3.8
14-Sep-72	7.3
15-Sep-72	6.3
16-Sep-72	4.6
17-Sep-72	6.2
18-Sep-72	4.2
19-Sep-72	4.7
20-Sep-72	4.3
21-Sep-72	3.1
22-Sep-72	3.8
23-Sep-72	7.2
24-Sep-72	4.6
25-Sep-72	6.4
26-Sep-72	6.1
27-Sep-72	4.5
28-Sep-72	4.2
29-Sep-72	2.9
30-Sep-72	1.1
1-Oct-72	0.9
2-Oct-72	2.1
3-Oct-72	1.0
4-Oct-72	0.6
5-Oct-72	5.3
6-Oct-72	1.7
7-Oct-72	0.1
8-Oct-72	-1.1
9-Oct-72	-2.4
10-Oct-72	-5.8
11-Oct-72	1.7
12-Oct-72	2.4
13-Oct-72	0.6
14-Oct-72	-1.4
15-Oct-72	2.1
16-Oct-72	-1.6
17-Oct-72	-0.2
18-Oct-72	2.6
19-Oct-72	0.7
20-Oct-72	2.3
21-Oct-72	-1.3
22-Oct-72	-2.5
23-Oct-72	-4.9
24-Oct-72	-4.4
25-Oct-72	-4.7
26-Oct-72	-5.4
27-Oct-72	-4.4
28-Oct-72	1.3
