Date time temperature
2006-07-01 00:10:00  22.0
2006-07-01 00:20:00  22.8  
2006-07-01 00:30:00  22.9  
2006-07-01 00:40:00  22.5  
2006-07-01 00:50:00  22.5  
2006-07-01 01:00:00  22.0  
2006-07-01 01:10:00  21.9  
2006-07-01 01:20:00  21.9  
2006-07-01 01:30:00  22.3  
2006-07-01 01:40:00  22.5  
2006-07-01 01:50:00  22.4  
2006-07-01 02:00:00  21.9  
2006-07-01 02:10:00  21.5  
2006-07-01 02:20:00  21.5  
2006-07-01 02:30:00  21.3  
2006-07-01 02:40:00  21.0  
2006-07-01 02:50:00  21.0  
2006-07-01 03:00:00  21.0  
2006-07-01 03:10:00  21.0  
2006-07-01 03:20:00  20.5  
2006-07-01 03:30:00  20.5  
2006-07-01 03:40:00  20.2  
2006-07-01 03:50:00  20.0  
2006-07-01 04:00:00  20.0  
2006-07-01 04:10:00  20.0  
2006-07-01 04:20:00  20.0  
2006-07-01 04:30:00  19.9  
2006-07-01 04:40:00  19.9  
2006-07-01 05:00:00  20.0  
2006-07-01 05:10:00  20.7  
2006-07-01 05:20:00  22.1  
2006-07-01 05:30:00  22.3  
2006-07-01 06:20:00  30.0  
2006-07-01 06:30:00  30.9  
2006-07-01 06:40:00  31.6  
2006-07-01 06:50:00  32.3  
2006-07-01 08:00:00  35.1  
2006-07-01 08:10:00  35.2  
2006-07-01 08:20:00  35.1  
2006-07-01 08:30:00  35.0  
2006-07-01 10:30:00  30.8  
2006-07-01 10:40:00  31.0  
2006-07-01 10:50:00  31.0  
2006-07-01 11:00:00  30.9  
2006-07-01 11:10:00  30.6  
2006-07-01 14:00:00  32.0  
2006-07-01 14:10:00  32.0  
2006-07-01 14:20:00  32.0  
2006-07-01 14:30:00  32.0  
2006-07-01 17:10:00  32.1  
2006-07-01 17:20:00  32.8  
2006-07-01 17:30:00  33.7  
2006-07-01 17:40:00  34.0  
2006-07-01 17:50:00  34.0  
2006-07-01 18:00:00  34.0  
2006-07-01 18:10:00  33.8  
2006-07-01 18:20:00  33.2  
2006-07-01 18:30:00  33.0  
2006-07-01 18:40:00  32.5  
2006-07-01 18:50:00  32.0  
2006-07-01 19:00:00  31.1  
2006-07-01 19:10:00  30.1  
2006-07-01 19:20:00  28.9  
2006-07-01 19:30:00  28.1  
2006-07-01 19:40:00  27.7  
2006-07-01 19:50:00  27.1  
2006-07-01 20:00:00  26.7  
2006-07-01 20:10:00  26.5  
2006-07-01 20:20:00  26.0  
2006-07-01 20:30:00  26.0  
2006-07-01 20:40:00  25.6  
2006-07-01 20:50:00  25.5  
2006-07-01 21:00:00  25.3  
2006-07-01 21:10:00  24.6  
2006-07-01 21:20:00  24.1  
2006-07-01 21:30:00  22.6  
2006-07-01 21:40:00  22.5  
2006-07-01 21:50:00  23.0  
2006-07-01 22:00:00  23.0  
2006-07-01 22:10:00  22.2  
2006-07-01 22:20:00  21.2  
2006-07-01 22:30:00  21.5  
2006-07-01 22:40:00  22.5  
2006-07-01 22:50:00  22.6  
2006-07-01 23:00:00  22.9  
2006-07-01 23:10:00  22.5  
2006-07-01 23:20:00  22.1  
2006-07-01 23:30:00  21.8  
2006-07-01 23:40:00  21.8  
2006-07-01 23:50:00  22.0  
2006-07-02 00:00:00  22.4  
2006-07-02 00:10:00  22.4  
2006-07-02 00:20:00  22.5  
2006-07-02 00:30:00  22.5  
2006-07-02 00:40:00  22.5  
2006-07-02 00:50:00  22.5  
2006-07-02 01:00:00  22.5  
2006-07-02 01:10:00  22.5  
2006-07-02 01:20:00  22.2  
2006-07-02 01:30:00  22.0  
2006-07-02 01:40:00  22.0  
2006-07-02 01:50:00  21.8  
2006-07-02 02:00:00  21.8  
2006-07-02 02:10:00  21.6  
2006-07-02 02:20:00  21.6  
2006-07-02 02:30:00  21.5  
2006-07-02 02:40:00  21.5  
2006-07-02 02:50:00  21.5  
2006-07-02 03:00:00  21.5  
2006-07-02 03:10:00  21.5  
2006-07-02 03:20:00  21.5  
2006-07-02 03:30:00  21.5  
2006-07-02 03:40:00  21.5  
2006-07-02 03:50:00  21.5  
2006-07-02 04:00:00  21.5  
2006-07-02 04:10:00  21.5  
2006-07-02 04:20:00  21.5  
2006-07-02 04:30:00  21.5  
2006-07-02 04:40:00  21.5  
2006-07-02 04:50:00  21.5  
2006-07-02 05:00:00  21.5  
2006-07-02 05:10:00  21.9  
2006-07-02 05:20:00  22.4  
2006-07-02 05:30:00  24.4  
2006-07-02 05:40:00  26.8  
2006-07-02 05:50:00  28.0  
2006-07-02 06:00:00  28.8  
2006-07-02 06:10:00  29.8  
2006-07-02 06:20:00  30.7  
2006-07-02 06:30:00  31.7  
2006-07-02 06:40:00  32.4  
2006-07-02 06:50:00  32.8  
2006-07-02 07:00:00  33.0  
2006-07-02 07:10:00  33.5  
2006-07-02 07:20:00  34.0  
2006-07-02 07:30:00  33.7  
2006-07-02 07:40:00  33.2  
2006-07-02 07:50:00  33.0  
2006-07-02 08:00:00  33.0  
2006-07-02 08:10:00  32.8  
2006-07-02 08:20:00  32.5  
2006-07-02 08:30:00  32.5  
2006-07-02 08:40:00  32.0  
2006-07-02 08:50:00  32.2  
2006-07-02 09:00:00  32.4  
2006-07-02 09:10:00  32.2  
2006-07-02 09:20:00  30.8  
2006-07-02 09:30:00  30.3  
2006-07-02 09:40:00  30.0  
2006-07-02 09:50:00  30.0  
2006-07-02 10:00:00  30.0  
2006-07-02 10:10:00  30.0  
2006-07-02 10:20:00  30.5  
