Year, Tree1, Tree2, Tree3, Tree4, Tree5, Tree6
   1.6620000e+03   5.0500000e-01   1.4900000e-01  -5.0000000e-03   4.7400000e-01  -1.3100000e-01   1.5500000e-01
   1.6630000e+03   2.5700000e-01  -1.0000000e-02  -2.7300000e-01  -5.5000000e-02  -1.9400000e-01   2.4300000e-01
   1.6640000e+03  -8.8700000e-01  -2.5500000e-01  -4.7500000e-01  -6.7000000e-02  -4.8200000e-01  -1.5100000e-01
   1.6650000e+03   5.4200000e-01   6.1000000e-02   4.3800000e-01  -1.2600000e-01  -1.4100000e-01   4.5500000e-01
   1.6660000e+03   1.7600000e-01  -4.8000000e-02  -1.7500000e-01  -6.0600000e-01  -2.9900000e-01  -2.3000000e-02
   1.6670000e+03  -4.8400000e-01  -4.8400000e-01  -3.4500000e-01  -7.1600000e-01  -3.1800000e-01  -4.4700000e-01
   1.6680000e+03   4.4000000e-02  -2.1000000e-01  -4.7400000e-01  -3.6100000e-01  -2.4100000e-01  -4.0900000e-01
   1.6690000e+03  -4.0300000e-01   2.0400000e-01  -2.9600000e-01  -7.4000000e-02  -1.9300000e-01  -3.9000000e-01
   1.6700000e+03  -3.3400000e-01  -1.8200000e-01  -2.5400000e-01  -7.1900000e-01  -2.6600000e-01  -5.2100000e-01
   1.6710000e+03   6.2000000e-02   1.8100000e-01   3.4400000e-01   3.9600000e-01  -3.5000000e-02   3.6000000e-02
   1.6720000e+03   3.6600000e-01   1.5400000e-01  -2.5000000e-02   1.7100000e-01   3.1900000e-01  -2.6000000e-01
   1.6730000e+03  -1.1300000e-01  -1.7200000e-01  -9.0000000e-03   2.4000000e-02   3.5000000e-02   5.4000000e-02
   1.6740000e+03  -1.9800000e-01   1.6400000e-01   8.8000000e-02   3.4600000e-01   3.6800000e-01  -3.1100000e-01
   1.6750000e+03   1.7900000e-01   1.0700000e-01  -1.4400000e-01   3.0600000e-01   3.6200000e-01   2.9200000e-01
   1.6760000e+03  -3.9900000e-01  -4.5000000e-02  -8.2000000e-02  -4.6400000e-01   1.9100000e-01   2.7000000e-02
   1.6770000e+03   3.0000000e-01  -1.6000000e-01   1.7000000e-02   1.7000000e-01   0.0000000e+00   6.9100000e-01
   1.6780000e+03  -7.3700000e-01  -1.6500000e-01  -1.9100000e-01  -7.1000000e-02   4.1000000e-02  -4.2300000e-01
   1.6790000e+03   3.5300000e-01  -6.1000000e-02  -1.5000000e-02  -3.4500000e-01  -1.8800000e-01  -2.8700000e-01
   1.6800000e+03   6.7500000e-01   1.0100000e-01   2.0300000e-01   3.8100000e-01   2.4500000e-01   9.4000000e-02
   1.6810000e+03  -2.9900000e-01  -2.2900000e-01   1.1900000e-01  -1.2500000e-01   2.3000000e-02  -2.2900000e-01
   1.6820000e+03  -1.0600000e-01  -2.9200000e-01   2.1600000e-01  -3.1300000e-01  -4.7000000e-02  -1.0900000e-01
   1.6830000e+03   3.4900000e-01   1.2700000e-01   2.8600000e-01   1.6500000e-01   4.8800000e-01   3.0900000e-01
   1.6840000e+03  -4.5600000e-01  -2.7000000e-02  -2.9000000e-01  -1.8300000e-01  -3.4400000e-01   4.1600000e-01
   1.6850000e+03  -6.5100000e-01  -8.3000000e-02  -5.8700000e-01  -7.2300000e-01  -5.2000000e-01  -1.9600000e-01
   1.6860000e+03   7.1000000e-02   5.5500000e-01   5.4900000e-01   2.0500000e-01   2.6300000e-01   3.4300000e-01
   1.6870000e+03   5.8700000e-01   1.4100000e-01   2.8400000e-01   1.6800000e-01   1.9900000e-01  -1.7000000e-02
   1.6880000e+03   1.3100000e-01   1.2200000e-01   4.5700000e-01   7.6000000e-02  -6.6000000e-02   4.9000000e-02
   1.6890000e+03   1.6900000e-01   1.1600000e-01   2.2400000e-01   1.3900000e-01  -1.4200000e-01  -5.6000000e-02
   1.6900000e+03   1.6200000e-01   7.3000000e-02   1.1200000e-01   1.9600000e-01   1.8900000e-01   8.1200000e-01
   1.6910000e+03  -1.9700000e-01   3.1000000e-02  -5.5300000e-01  -3.1000000e-02  -1.7200000e-01   3.5200000e-01
   1.6920000e+03   4.1300000e-01   9.1000000e-02   6.8700000e-01   4.4000000e-02   4.7300000e-01   1.0600000e-01
   1.6930000e+03   1.3300000e-01  -1.6000000e-01   2.4300000e-01   3.6700000e-01   4.1700000e-01   9.1500000e-01
   1.6940000e+03   1.7600000e-01   1.7900000e-01  -4.6000000e-02   9.2000000e-02   4.0700000e-01  -1.9600000e-01
   1.6950000e+03   2.9400000e-01  -8.0000000e-03  -8.1000000e-02   1.2800000e-01   1.7400000e-01   1.3000000e-01
   1.6960000e+03  -1.8100000e-01  -2.4600000e-01  -3.7200000e-01  -5.4700000e-01  -3.7200000e-01  -6.3800000e-01
   1.6970000e+03  -2.5300000e-01  -1.4000000e-02  -1.2300000e-01   2.1000000e-01   1.0400000e-01   2.3900000e-01
   1.6980000e+03  -1.6200000e-01   3.7000000e-02  -4.2000000e-02  -1.8100000e-01   2.1500000e-01   6.4800000e-01
   1.6990000e+03   3.6100000e-01   2.2100000e-01   4.0900000e-01   4.8100000e-01   4.8400000e-01   4.5600000e-01
   1.7000000e+03   7.3000000e-02   6.5000000e-02   7.9000000e-02   6.2200000e-01  -8.0000000e-03   6.2200000e-01
   1.7010000e+03   2.4300000e-01  -6.2500000e-01   1.4600000e-01   2.0900000e-01   3.1000000e-01   1.0900000e-01
   1.7020000e+03  -3.6000000e-02  -2.9100000e-01  -2.4200000e-01   3.1000000e-02  -4.6700000e-01  -1.2300000e-01
   1.7030000e+03   3.0000000e-03  -1.5900000e-01   2.6100000e-01  -1.5400000e-01   2.8900000e-01  -2.4700000e-01
   1.7040000e+03   6.9000000e-02  -2.3200000e-01   1.1000000e-02  -5.3300000e-01  -2.2600000e-01  -3.4900000e-01
   1.7050000e+03   1.9900000e-01   5.9000000e-02  -5.2400000e-01  -1.3000000e-02  -7.6000000e-02   3.2700000e-01
   1.7060000e+03   2.8000000e-02   3.4000000e-02  -1.1700000e-01   2.1000000e-02   6.8000000e-02   2.5000000e-01
   1.7070000e+03  -2.7600000e-01  -2.4200000e-01  -3.7200000e-01  -4.7500000e-01  -8.3000000e-02  -7.7100000e-01
   1.7080000e+03  -2.8300000e-01  -2.0500000e-01   1.6900000e-01   8.4000000e-02   2.2600000e-01  -2.9300000e-01
   1.7090000e+03  -8.0000000e-02  -1.9100000e-01  -4.1700000e-01   2.2000000e-02  -3.2000000e-01  -2.3100000e-01
   1.7100000e+03   1.9900000e-01   1.4600000e-01   4.5500000e-01   3.8900000e-01   4.5000000e-01   2.8900000e-01
   1.7110000e+03   5.0000000e-03  -3.9700000e-01   3.3000000e-02  -1.4300000e-01   3.9000000e-02   5.8000000e-02
   1.7120000e+03   2.0500000e-01  -4.1000000e-02   2.9500000e-01   5.0000000e-02   1.5600000e-01   1.6700000e-01
