6.94 15.21
3.48 21.13
5.92 14.14
5.11 18.22
7.00  8.74
2.23 17.33
5.78 17.10
5.26 22.20
5.19  4.44
4.83 11.62
4.48 17.50
5.98 18.59
4.45 14.77
5.73 14.63
6.38 17.16
2.47 13.44
7.43 15.63
2.73 20.99
5.90 11.98
5.19 20.13
5.08 11.90
4.28 13.94
3.64 14.06
6.01 19.71
3.08 15.73
5.98 12.79
5.07 14.12
6.43  7.77
3.64 11.03
6.84 13.36
1.49 17.36
7.39 12.82
2.36 22.16
5.24  8.83
4.63 22.66
6.87 10.65
2.81 10.72
6.27  6.77
4.98 15.73
3.45  7.26
4.90 12.82
4.11 12.38
5.40  7.26
6.38  7.90
3.94 12.11
4.96 14.56
6.35 17.11
2.75 16.15
6.03 17.12
4.76 19.97
3.31 12.36
5.56 15.92
5.06 14.00
4.28  7.05
3.89 10.19
7.47 10.78
3.60  9.21
8.88  7.36
1.26 17.01
7.78 12.14
2.76 24.86
9.23 12.34
2.95 23.49
6.38 12.76
4.35 26.97
5.33 14.95
5.00 22.94
4.87 15.88
6.74 20.30
3.37 19.13
6.56 17.26
3.45 19.99
4.54 15.76
4.95 19.82
4.34 11.09
3.69 10.70
7.40 11.71
3.18 10.65
6.92  7.61
3.40 17.73
7.65  9.71
3.42 18.58
5.91 15.04
3.91 24.44
6.99 14.33
2.15 17.18
7.17 12.21
3.94 21.90
3.87 12.28
7.61 20.73
3.73 11.76
5.08  8.82
6.61 16.89
1.94 12.58
6.17 13.63
5.73 19.38
4.14  9.80
5.76 17.85
3.56 19.01
5.44 18.91
4.81 18.88
5.46 14.20
5.01 16.58
3.05 17.32
6.48 16.85
6.35 18.32
3.86 16.11
5.01 19.17
6.49 21.18
3.43 16.17
7.70 12.02
2.13 21.46
8.47 17.35
2.41 22.76
5.93 14.03
4.69 25.30
5.29 13.46
6.44 17.17
5.14 12.98
5.93 20.27
3.95 22.75
5.87 20.75
4.64 23.21
7.25 17.67
5.00 17.24
5.06 13.78
4.93 19.22
6.00 14.90
5.59 13.06
6.24 10.99
3.79 17.73
4.51 21.11
6.00 22.43
4.76 16.87
5.55 14.56
4.74 17.60
5.61 14.45
6.52 14.89
5.95 18.00
4.38 24.21
5.95 22.95
5.80 19.59
4.87 14.67
6.47 21.08
4.01 24.71
5.57 20.18
6.30 22.18
3.34 18.08
6.38 17.29
4.73 16.30
4.70  8.69
6.29 16.46
1.98 14.26
6.71 11.23
5.39 12.90
5.73  5.82
5.55 15.13
5.88 18.50
4.27 17.66
4.34 17.37
4.26 17.78
4.98 13.96
3.38 13.89
6.14 11.98
5.45 13.02
5.92 10.64
2.62 18.09
7.68 19.92
3.37 24.02
3.90 13.62
7.01 24.69
1.24 13.59
9.03 10.97
1.08 16.25
7.86  4.93
0.87 21.28
9.26 10.00
1.29 18.47
7.59  4.75
3.90 23.36
4.37  6.40
6.00 17.65
3.56 13.67
5.92 14.15
4.38 14.16
6.24 10.63
6.57 17.78
3.05 11.99
6.43 13.65
4.03 17.64
5.86 11.00
4.82 17.07
2.90 15.07
5.65 16.24
5.14 14.92
3.17 11.62
6.73 16.75
4.43 16.54
3.99 10.82
4.46 18.45
