Methane CO2
-1.09000E-01  5.38000E+01
 0.00000E+00  5.36000E+01
 1.78000E-01  5.35000E+01
 3.39000E-01  5.35000E+01
 3.73000E-01  5.34000E+01
 4.41000E-01  5.31000E+01
 4.61000E-01  5.27000E+01
 3.48000E-01  5.24000E+01
 1.27000E-01  5.22000E+01
-1.80000E-01  5.20000E+01
-5.88000E-01  5.20000E+01
-1.05500E+00  5.24000E+01
-1.42100E+00  5.30000E+01
-1.52000E+00  5.40000E+01
-1.30200E+00  5.49000E+01
-8.14000E-01  5.60000E+01
-4.75000E-01  5.68000E+01
-1.93000E-01  5.68000E+01
 8.80000E-02  5.64000E+01
 4.35000E-01  5.57000E+01
 7.71000E-01  5.50000E+01
 8.66000E-01  5.43000E+01
 8.75000E-01  5.32000E+01
 8.91000E-01  5.23000E+01
 9.87000E-01  5.16000E+01
 1.26300E+00  5.12000E+01
 1.77500E+00  5.08000E+01
 1.97600E+00  5.05000E+01
 1.93400E+00  5.00000E+01
 1.86600E+00  4.92000E+01
 1.83200E+00  4.84000E+01
 1.76700E+00  4.79000E+01
 1.60800E+00  4.76000E+01
 1.26500E+00  4.75000E+01
 7.90000E-01  4.75000E+01
 3.60000E-01  4.76000E+01
 1.15000E-01  4.81000E+01
 8.80000E-02  4.90000E+01
 3.31000E-01  5.00000E+01
 6.45000E-01  5.11000E+01
 9.60000E-01  5.18000E+01
 1.40900E+00  5.19000E+01
 2.67000E+00  5.17000E+01
 2.83400E+00  5.12000E+01
 2.81200E+00  5.00000E+01
 2.48300E+00  4.83000E+01
 1.92900E+00  4.70000E+01
 1.48500E+00  4.58000E+01
 1.21400E+00  4.56000E+01
 1.23900E+00  4.60000E+01
 1.60800E+00  4.69000E+01
 1.90500E+00  4.78000E+01
 2.02300E+00  4.82000E+01
 1.81500E+00  4.83000E+01
 5.35000E-01  4.79000E+01
 1.22000E-01  4.72000E+01
 9.00000E-03  4.72000E+01
 1.64000E-01  4.81000E+01
 6.71000E-01  4.94000E+01
 1.01900E+00  5.06000E+01
 1.14600E+00  5.15000E+01
 1.15500E+00  5.16000E+01
 1.11200E+00  5.12000E+01
 1.12100E+00  5.05000E+01
 1.22300E+00  5.01000E+01
 1.25700E+00  4.98000E+01
 1.15700E+00  4.96000E+01
 9.13000E-01  4.94000E+01
 6.20000E-01  4.93000E+01
 2.55000E-01  4.92000E+01
-2.80000E-01  4.93000E+01
-1.08000E+00  4.97000E+01
-1.55100E+00  5.03000E+01
-1.79900E+00  5.13000E+01
-1.82500E+00  5.28000E+01
-1.45600E+00  5.44000E+01
-9.44000E-01  5.60000E+01
-5.70000E-01  5.69000E+01
-4.31000E-01  5.75000E+01
-5.77000E-01  5.73000E+01
-9.60000E-01  5.66000E+01
-1.61600E+00  5.60000E+01
-1.87500E+00  5.54000E+01
-1.89100E+00  5.54000E+01
-1.74600E+00  5.64000E+01
-1.47400E+00  5.72000E+01
-1.20100E+00  5.80000E+01
-9.27000E-01  5.84000E+01
-5.24000E-01  5.84000E+01
 4.00000E-02  5.81000E+01
 7.88000E-01  5.77000E+01
 9.43000E-01  5.70000E+01
 9.30000E-01  5.60000E+01
 1.00600E+00  5.47000E+01
 1.13700E+00  5.32000E+01
 1.19800E+00  5.21000E+01
 1.05400E+00  5.16000E+01
 5.95000E-01  5.10000E+01
-8.00000E-02  5.05000E+01
-3.14000E-01  5.04000E+01
-2.88000E-01  5.10000E+01
-1.53000E-01  5.18000E+01
-1.09000E-01  5.24000E+01
-1.87000E-01  5.30000E+01
-2.55000E-01  5.34000E+01
-2.29000E-01  5.36000E+01
-7.00000E-03  5.37000E+01
 2.54000E-01  5.38000E+01
 3.30000E-01  5.38000E+01
 1.02000E-01  5.38000E+01
-4.23000E-01  5.33000E+01
-1.13900E+00  5.30000E+01
-2.27500E+00  5.29000E+01
-2.59400E+00  5.34000E+01
