  3020  2900  2840  2780  2780  2780  2780  2780
  2780  2730  2730  2730  2620  2520  2670  2670
  2670  2670  2670  2520  2570  2620  2620  2620
  2620  2570  2620  2670  2840  2900  2780  2730
  2670  2620  2570  2620  2620  2570  2570  2570
  2570  2570  2570  2570  2520  2520  2520  2460
  2520  2570  2670  2620  2570  2670  2670  2670
  2620  2570  2570  2520  2520  2520  2460  2460
  2460  2460  2460  2460  2360  2410  2410  2460
  2410  2460  2460  2570  2840  3140  3020  2900
  2840  2780  2670  2670  2780  2670  2620  2520
  2520  2520  2460  2520  2520  2410  2410  2460
  2410  2410  2410  2410  2360  2360  2360  2360
  2360  2360  2360  2410  2410  2410  2520  2520
  2670  3020  4170  5170  4400  4100  3570  3080
  2780  2900  2900  2840  2780  3440  4700  5910
 10100 10300  9000 11300 12100 10400  9480  7740
  8300  8160  8020  8160  9000 10300 11100 10900
 10300  9960  9160  6660  5910  5250  5170  5330
  5250  5250  5830  6430  6780  7880  6660  5570
  5740  6340  6780  6900  7020  8440  9000  7880
  6000  4850  4240  4170  4020  4540  5090  5410
  5010  5090  5250  5490  5910  6170  6340  6340
  6550  5830  5830  6090  6660  7480  7370  7020
  6550  6170  6170  6780  6000  6260  6170  6170
  6340  6090  6000  5830  5490  5330  6340  6430
  7740  8580  6780  5740  5410  5250  5170  4620
  4320  4100  3960  3700  3640  3570  3570  3640
  3890  5330  5830  5740  5010  4540  4100  4100
  4020  3760  4620  4540  4540  3960  4020  4620
  4770  5910  5830  4850  5660  5660  4470  5090
  5830  4470  3890  3640  3440  3440  3440  3440
  3440  4170  4770  4400  3830  3960  3700  3760
  3890  3640  3760  4400  4100  3890  3960  3890
  3700  3570  3440  3200  3320  3200  3440  4170
  3640  3380  3260  3200  2900  3570  3890  3320
  3200  3570  3380  3440  3260  3080  3080  2840
  2840  2780  2780  2780  2570  2200  2840  3020
  2960  2900  2840  2670  2730  2730  2730  2780
  2670  2670  2670  2670  2620  2620  2620  2620
  2620  2620  2670  2780  2780  2780  2780  2780
  2780  2780  2780  2780  2780  2780  2780  2780
  2780  2780  2780  2780  2780  2780  2780  2670
  2670  2670  2670  2670  2670  2670  2670  2670
  2960  3440  3440  2840  2840  2780  2900  2960
  3080  3020  2960  2960  2960  2780

